K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.08.20.2007,,,,,,"5 Buntu Bayu Panei
Raja",,"Perbaikan nama desa semula Butu Bayu Pane Raja menjadi Buntu
Bayu Panei Raja sesuai Surat Sekda Kab. Deli Serdang No. 138/2885
tgl 19 Agustus 2022."
,,,,,,Parjalangan,,"Menjadi wil Kec.Dolog Masagal, Perda No.3/2017"
12.08.20.2009,,,,,,6 Silabah Jaya,,"Perda 2/2012, Pemekaran sebagian dari wil. Silaman Labah"
12.08.20.2010,,,,,,7 Togu Domu Nauli,,"Perda 2/2012, Pemekaran sebagian dari wil. Tiga Ras"
12.08.20.2011,,,,,,"8 Sirube-rube Gunung
Purba",,"Perda 2/2012, Pemekaran sebagian dari wil. Parik Sabungan"
,,,,,,Partuahan,,"Menjadi wil Kec.Dolog Masagal, Perda No.3/2017"
,,,,,,Pamatang Sinaman,,"Menjadi wil Kec.Dolog Masagal, Perda No.3/2017"
12.08.20.2014,,,,,,9 Tanjung Saribu,,"Perda 2/2012, Pemekaran sebagian dari wil. Dolok Saribu"
12.08.20.2015,,,,,,10 Sihemun Baru,,"Perda 2/2012, Pemekaran sebagian dari wil. Sibuntuon.
Perbaikan nama desa semula Sihemum Baru menjadi Sihemun Baru
sesuai Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus
2022."
12.08.20.2016,,,,,,11 Nagori Bayu,,"Perda 2/2012, Pemekaran sebagian dari wil. Sibontuon"
12.08.21,,,,21Pematang Bandar,2,11,,
12.08.21.2001,,,,,,1 Purwosari,,
12.08.21.2002,,,,,,2 Talun Madear,,
12.08.21.2003,,,,,,3 Mariah Bandar,,
12.08.21.2004,,,,,,4 Kandangan,,
12.08.21.2005,,,,,,5 Pardomuan Nauli,,
12.08.21.2006,,,,,,6 Purba Ganda,,
12.08.21.2007,,,,,,7 Kerasaan II,,
12.08.21.2008,,,,,,8 Bandar Manis,,
12.08.21.1009,,,,,1Kerasaan I,,,
12.08.21.1010,,,,,2Pematang Bandar,,,
12.08.21.2011,,,,,,9 Wonorejo,,"Perbaikan nama desa semula Wana Rejo menjadi Wonorejo sesuai
Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus 2022."
12.08.21.2012,,,,,,10 Talun Rejo,,"Perda 2/2012, Pemekaran sebagian dari wil. Talun Madear"
12.08.21.2013,,,,,,11 Purwodadi,,"Perda 2/2012, Pemekaran sebagian dari wil. Purwosari"
12.08.22,,,,22Bandar Huluan,-,10,,
12.08.22.2001,,,,,,1 Naga Jaya I,,
12.08.22.2002,,,,,,2 Bah Gunung,,
12.08.22.2003,,,,,,3 Bandar Tongah,,"Perbaikan nama desa semula Bandar Tonga menjadi Bandar Tongah,
sesuai:
Perda No. 9 Tahun 2002; dan
Surat Bup. Simalungun No. 146/17509/1.1.1/2022 tgl 21 September
2022."
12.08.22.2004,,,,,,4 Dolog Parmonangan,,"Perbaikan nama desa semula Dolok Parmonangan menjadi Dolog
Parmonangan, sesuai:
Perda No. 9 Tahun 2002; dan
Surat Bup. Simalungun No. 146/17509/1.1.1/2022 tgl 21 September
2022."
