K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33,JAWA TENGAH,,,,,,,
33.71,KOTA MAGELANG,,,3,17,0,"18,558","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
33.71.01,,,,1Magelang Selatan,6,-,,
,,,,,Jurangombo,,,"Menjadi Kel. Jurangombo Utara dan Jurangombo Selatan., Perda
No.6/2005."
,,,,,Tidar,,,"Menjadi Kel. Tidar Utara dan Kel. Tidar Selatan, Perda No. 6/2005."
33.71.01.1003,,,,,1Rejowinangun Selatan,,,
,,,,,Kemirirejo,,,"Menjadi wil. Kec. Magelang Tengah, Perda No.7/2005."
,,,,,Cacaban,,,"Menjadi wil. Kec. Magelang Tengah, Perda No.7/2005."
,,,,,Rejowinangun Utara,,,"Menjadi wil. Kec. Magelang Tengah, Perda No.7/2005."
33.71.01.1007,,,,,2Magersari,,,
33.71.01.1008,,,,,3Jurangombo Utara,,,Perda No. 6/2005.
33.71.01.1009,,,,,4Jurangombo Selatan,,,Perda No. 6/2005.
33.71.01.1010,,,,,5Tidar Utara,,,Perda No. 6/2005.
33.71.01.1011,,,,,6Tidar Selatan,,,Perda No. 6/2005.
33.71.02,,,,2Magelang Utara,5,-,,
,,,,,Magelang,,,"Menjadi wil. Kec. Magelang Tengah, Perda No.7/2005."
,,,,,Panjang,,,"Menjadi wil. Kec. Magelang Tengah, Perda No.7/2005."
33.71.02.1003,,,,,1Wates,,,
33.71.02.1004,,,,,2Potrobangsan,,,
33.71.02.1005,,,,,3Kedungsari,,,
,,,,,Kramat,,,"Menjadi Kel. Kramat Utara dan Kramat Selatan., Perda No.6/2005."
,,,,,Gelangan,,,"Menjadi wil. Kec. Magelang Tengah, Perda No.7/2005."
33.71.02.1008,,,,,4Kramat Utara,,,Perda No. 6/2005.
33.71.02.1009,,,,,5Kramat Selatan,,,Perda No. 6/2005.
33.71.03,,,,3Magelang Tengah,6,-,,Perda No. 7/2005.
33.71.03.1001,,,,,1Kemirirejo,,,Semula wil. Kec. Magelang Selatan
33.71.03.1002,,,,,2Cacaban,,,Semula wil. Kec. Magelang Selatan
33.71.03.1003,,,,,3Rejowinangun Utara,,,Semula wil. Kec. Magelang Selatan
33.71.03.1004,,,,,4Magelang,,,Semula wil. Kec. Magelang Utara
33.71.03.1005,,,,,5Panjang,,,Semula wil. Kec. Magelang Utara
33.71.03.1006,,,,,6Gelangan,,,Semula wil. Kec. Magelang Utara
