NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Harian,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
,,Palipi,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
,,Nainggolan,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
,,Onan Runggu,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
,,Simanindo,,,,,,,,,"Menjadi wil Kab. Samosir, UU No. 36/2003"
,12.12.19,19 Sigumpar,,,,,1,9,,,
,12.12.20,20 Siantar Narumonda,,,,,,14,,,Perda No. 17/2006
,12.12.21,21 Nassau,,,,,,10,,,Perda No. 17/2006
,12.12.22,22 Tampahan,,,,,,6,,,Perda No. 17/2006
,12.12.23,23 Bonatua Lunasi,,,,,,12,,,Pemekaran Kec Perda No. 5/2008
,12.12.24,24 Parmaksian,,,,,,11,,,Pemekaran Kec Perda No. 5/2008
,12.13,13 KAB. MANDAILING NATAL,Panyabungan,,,23,27,377,6.547,491.005,"Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.13.01,1 Panyabungan,,,,,9,30,,,
,12.13.02,2 Panyabungan Utara,,,,,1,11,,,
,12.13.03,3 Panyabungan Timur,,,,,1,14,,,
,12.13.04,4 Panyabungan Selatan,,,,,1,10,,,
,12.13.05,5 Panyabungan Barat,,,,,1,9,,,
,12.13.06,6 Siabu,,,,,2,26,,,
,12.13.07,7 Bukit Malintang,,,,,,11,,,
,12.13.08,8 Kotanopan,,,,,2,34,,,
,12.13.09,9 Lembah Sorik Marapi,,,,,1,8,,,
,12.13.10,10 Tambangan,,,,,1,19,,,
,12.13.11,11 Ulu Pungkut,,,,,1,12,,,
,12.13.12,12 Muara Sipongi,,,,,1,15,,,
,12.13.13,13 Batang Natal,,,,,1,30,,,
,12.13.14,14 Lingga Bayu,,,,,2,17,,,
,12.13.15,15 Batahan,,,,,1,17,,,
,12.13.16,16 Natal,,,,,2,28,,,
,12.13.17,17 Muara Batang Gadis,,,,,,14,,,
,12.13.18,18 Ranto Baek,,,,,,18,,,"Pemekaran sebagian Kec. Lingga Bayu, Perda No. 10/2007"
,12.13.19,19 Huta Bargot,,,,,,14,,,"Pemekaran sebagian Kec. Panyabungan Utara, Perda No. 10/2007"
,12.13.20,20 Puncak Sorik Marapi,,,,,,11,,,"Pemekaran sebagian Kec. Tambangan, Perda No. 10/2007"
,12.13.21,21 Pakantan,,,,,,8,,,"Pemekaran sebagian Kec. Muara Sipongi, Perda No. 10/2007"
,12.13.22,22 Sinunukan,,,,,,14,,,"Pemekaran sebagian Kec. Batahan, Perda No. 10/2007"
