K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.02.14.2006,,,,,,6 Kute Lesung,,"Semula wil. Kec. Bambel, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2007,,,,,,7 Berandang,,Semula wil. Kec. Bambel
11.02.14.2008,,,,,,8 Kute Bunin,,"Semula wil. Kec. Bambel, Perbaikan nama Surat Pem Aceh
No.146.1/10560 tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2009,,,,,,9 Buah Pala,,Semula wil. Kec. Bambel
11.02.14.2010,,,,,,10 Panosan,,"Semula wil. Kec. Bambel, Perbaikan nama sesuai Validasi Data Nama
dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2011,,,,,,"11 Lawe Pasaran
Tengku Mbelin",,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.14.2012,,,,,,"12 Terutung Megahke
MBakhu",,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.14.2013,,,,,,13 Kisam Lestari,,Qanun No. 24/2006
11.02.14.2014,,,,,,14 Kisam Kute Rambe,,"Qanun No. 24/2006, Perbaikan nama Surat Pem Aceh No.146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
11.02.14.2015,,,,,,15 Lawe Polak,,Qanun No. 24/2006
11.02.14.2016,,,,,,"16 Lawes Sumur
Sepakat",,"Qanun No. 24/2006, Perbaikan nama sesuai Surat Pem Aceh No.
146.1/10560 tgl 13 Juni 2016 Hal Hasil Klarifikasi Nama Desa/Gampong
di Aceh"
11.02.14.2017,,,,,,17 Setia Baru,,Qanun No. 24/2006
11.02.14.2018,,,,,,18 Teger Miko,,Qanun No. 24/2006
11.02.15,,,,15Tanoh Alas,-,14,,Qanun No. 19/2006
11.02.15.2001,,,,,,1 Salim Pinim I,,"Semula wil. Kec. Babul Rahmah, Perbaikan nama sesuai Validasi Data
Nama dan Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina
Pemdes No. 146/3672/BPD tgl 21 Juni 2017"
11.02.15.2002,,,,,,2 Jambur Damar,,Semula wil. Kec. Babul Rahmah
11.02.15.2003,,,,,,3 Alur Langsat,,Semula wil. Kec. Lawe Alas
11.02.15.2004,,,,,,4 Rambah Sayang,,"Qanun No. 19/2006, Perbaikan nama Surat Pem Aceh No.146.1/10560
tgl 13 Juni 2016, Perbaikan nama sesuai Validasi Data Nama dan
Kodefikasi Desa tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes
No. 146/3672/BPD tgl 21 Juni 2017"
,,,,,,Rumah Kampung,,
11.02.15.2006,,,,,,5 Rumah Luar,,Semula wil. Kec. Lawe Alas
11.02.15.2007,,,,,,6 Tenembak Alas,,Semula wil. Kec. Babul Rahmah
11.02.15.2008,,,,,,7 Lawe Tungkal,,Semula wil. Kec. Lawe Alas
11.02.15.2009,,,,,,8 Salim Pinim II,,Qanun No. 23/2006
11.02.15.2010,,,,,,9 Jambukh Pekhmate,,Qanun No. 23/2006
,,,,,,,,
