K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35,JAWA TIMUR,,,,,,,
35.76,KOTA MOJOKERTO,,,3,18,0,"20,217","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
35.76.01,,,,1Prajuritkulon,6,-,,
,,,,,Kranggan,,,Menjadi wil Kec Kranggan Perda No 17/2015
,,,,,Miji,,,Menjadi wil kec Kranggan Perda No 17/2015
35.76.01.1003,,,,,1Mentikan,,,
35.76.01.1004,,,,,2Kauman,,,
35.76.01.1005,,,,,3Pulorejo,,,
35.76.01.1006,,,,,4Prajuritkulon,,,
35.76.01.1007,,,,,5Surodinawan,,,
35.76.01.1008,,,,,6Blooto,,,
35.76.02,,,,2Magersari,6,-,,
35.76.02.1001,,,,,1Gununggedangan,,,
,,,,,Meri,,,Menjadi wil kec Kranggan Perda No 17/2015
35.76.02.1003,,,,,2Magersari,,,
35.76.02.1004,,,,,3Gedongan,,,
,,,,,Purwotengah,,,Menjadi wil kec Kranggan Perda No 17/2015
,,,,,Sentanan,,,Menjadi wil kec Kranggan Perda No 17/2015
,,,,,Jagalan,,,Menjadi wil kec Kranggan Perda No 17/2015
35.76.02.1008,,,,,4Balongsari,,,
35.76.02.1009,,,,,5Kedundung,,,
35.76.02.1010,,,,,6Wates,,,
35.76.03,,,,3Kranggan,6,-,,"Permekaran sebagian wil Kec Prajurit Kulon dan Magersari Perda No
17/2015"
35.76.03.1001,,,,,1Kranggan,,,"Semula wil Kec Prajurit Kulon, Perda no 17/2015"
35.76.03.1002,,,,,2Miji,,,"Semula wil Kec Prajurit Kulon, Perda no 17/2015"
35.76.03.1003,,,,,3Meri,,,"Semula wil Kec Magersari, Perda no 17/2015"
35.76.03.1004,,,,,4Jagalan,,,"Semula wil Kec Magersari, Perda no 17/2015"
35.76.03.1005,,,,,5Sentanan,,,"Semula wil Kec Magersari, Perda no 17/2015"
35.76.03.1006,,,,,6Purwotengah,,,"Semula wil Kec Magersari, Perda no 17/2015"
