Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.09.40262,Pulau Marhaba Satu,,"00°30'15.86"" S 121°44'13.94"" T",TBP
72.09.40263,Pulau Marhaba Tiga,,"00°30'16.96"" S 121°44'11.98"" T",TBP
72.09.40264,Pulau Mboede,,"00°28'31.00"" S 121°41'42.00"" T",TBP
72.09.40265,Pulau Mboganda,,"00°28'41.16"" S 121°41'37.91"" T",TBP
72.09.40266,Pulau Mbojani,,"00°20'59.25"" S 122°08'20.35"" T",
72.09.40267,Pulau Mbositi Dua,,"00°28'48.12"" S 121°40'46.67"" T",TBP
72.09.40268,Pulau Mbositi Empat,,"00°29'01.02"" S 121°40'31.81"" T",TBP
72.09.40269,Pulau Mbositi Satu,,"00°28'46.58"" S 121°40'47.60"" T",TBP
72.09.40270,Pulau Mbositi Tiga,,"00°28'53.13"" S 121°40'41.76"" T",TBP
72.09.40271,Pulau Milok,,"00°16'23.00"" S 122°09'02.99"" T",BP
72.09.40272,Pulau Mmbo Apo,,"00°25'51.72"" S 122°04'08.88"" T",TBP
72.09.40273,Pulau Mmbo Blandang,,"00°26'06.76"" S 122°04'27.63"" T",TBP
72.09.40274,Pulau Mmbo Die,,"00°25'42.35"" S 122°04'05.56"" T",TBP
72.09.40275,Pulau Mmbo Hada,,"00°25'43.31"" S 122°03'46.76"" T",TBP
72.09.40276,Pulau Mmbo Keje,,"00°26'15.99"" S 122°04'31.57"" T",TBP
72.09.40277,Pulau Mmbo Leleng,,"00°26'04.17"" S 122°04'49.54"" T",TBP
72.09.40278,Pulau Mmbo Rakimang,,"00°25'55.99"" S 122°04'27.00"" T",TBP
72.09.40279,Pulau Mmbo Sahamang,,"00°25'47.29"" S 122°03'42.67"" T",TBP
72.09.40280,Pulau Mmbo Sidur,,"00°26'08.08"" S 122°04'21.23"" T",TBP
72.09.40281,Pulau Mmbo Sinani,,"00°25'55.99"" S 122°04'16.00"" T",TBP
72.09.40282,Pulau Mmbo Sinning,,"00°25'54.99"" S 122°04'34.00"" T",TBP
72.09.40283,Pulau Mmbo Sumilla,,"00°25'37.99"" S 122°04'22.00"" T",TBP
72.09.40284,Pulau Mmbo Tannu,,"00°26'18.74"" S 122°04'21.61"" T",TBP
72.09.40285,Pulau Mmbo Tedu,,"00°25'43.00"" S 122°04'30.00"" T",TBP
72.09.40286,Pulau Mmboteppa,,"00°25'36.98"" S 122°04'12.43"" T",TBP
72.09.40287,Pulau Mogo Besar,,"00°26'01.00"" S 122°01'09.00"" T",TBP
72.09.40288,Pulau Mogo Kecil,,"00°25'27.00"" S 122°00'49.00"" T",TBP
72.09.40289,Pulau Monding,,"00°20'08.99"" S 121°58'41.99"" T",BP
72.09.40290,Pulau Mondo,,"00°24'55.24"" S 121°49'29.95"" T",
72.09.40291,Pulau Morongkoyobang,,"00°27'50.16"" S 121°43'43.70"" T",
72.09.40292,Pulau Muhamad Saleh,,"00°12'51.22"" S 122°11'13.80"" T",TBP
72.09.40293,Pulau Nake,,"00°24'06.30"" S 121°49'53.80"" T",
72.09.40294,Pulau Narau,,"00°25'42.52"" S 122°06'33.90"" T",TBP
72.09.40295,Pulau Nefo,,"00°53'51.97"" S 121°39'40.38"" T",TBP
72.09.40296,Pulau Nenebulo,,"00°29'42.95"" S 121°44'16.06"" T",TBP
72.09.40297,Pulau Ngak Dua,,"00°30'21.76"" S 121°45'33.62"" T",TBP
72.09.40298,Pulau Ngak Empat,,"00°30'16.17"" S 121°45'43.95"" T",TBP
72.09.40299,Pulau Ngak Satu,,"00°30'21.64"" S 121°45'33.22"" T",TBP
72.09.40300,Pulau Ngak Tiga,,"00°30'17.94"" S 121°45'38.87"" T",TBP
72.09.40301,Pulau Ngea,,"00°24'23.42"" S 121°48'47.38"" T",TBP
