K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
61.06.03.2001,,,,,,1 Nanga Embaloh,,
61.06.03.2002,,,,,,2 Keliling Semulung,,
,,,,,,Penyeluang,,"Menjadi wil. Kec. Bika , Perda No. 11/2006"
,,,,,,Nanga Awin,,"Menjadi wil. Kec. Putussibau, Perda No. 11/2006"
,,,,,,Nanga Nyabau,,"Menjadi wil. Kec. Putussibau, Perda No. 11/2006"
61.06.03.2006,,,,,,3 Lawik,,
61.06.03.2007,,,,,,4 Nanga Lauk,,Perda No. 11/2006
61.06.03.2008,,,,,,5 Nanga Palin,,Perda No. 11/2006
61.06.03.2009,,,,,,6 Kirin Nangka,,Perda No. 11/2006
61.06.03.2010,,,,,,7 Pala Pintas,,Perda No. 11/2006
61.06.03.2011,,,,,,8 Ujung Bayur,,Perda No. 11/2006
61.06.03.2012,,,,,,9 Belatung,,Perda No. 11/2006
61.06.04,,,,4Embaloh Hulu,-,10,,
61.06.04.2001,,,,,,1 Banua Martinus,,
61.06.04.2002,,,,,,2 Menua Sadap,,
61.06.04.2003,,,,,,3 Pulau Manak,,
61.06.04.2004,,,,,,4 Banua Ujung,,
61.06.04.2005,,,,,,5 Saujung Giling Manik,,
61.06.04.2006,,,,,,6 Ulak Pauk,,
61.06.04.2007,,,,,,7 Langan Baru,,
61.06.04.2008,,,,,,8 Batu Lintang,,
61.06.04.2009,,,,,,9 Rantau Prapat,,Perda No. 11/2006
61.06.04.2010,,,,,,10 Tamao,,Perda No. 11/2006
61.06.05,,,,5Bunut Hilir,-,11,,
61.06.05.2001,,,,,,1 Bunut Hilir,,
61.06.05.2002,,,,,,2 Bunut Hulu,,
61.06.05.2003,,,,,,3 Teluk Aur,,
61.06.05.2004,,,,,,4 Nanga Tuan,,
,,,,,,Nanga Boyan,,"Menjadi wil. Kec. Boyan Tanjung, Perda No. 11/2006"
61.06.05.2006,,,,,,5 Ujung Pandang,,
61.06.05.2007,,,,,,6 Empangau,,Perda No. 11/2006
61.06.05.2008,,,,,,7 Tembang,,Perda No. 11/2006
61.06.05.2009,,,,,,8 Bunut Tengah,,Perda No. 11/2006
61.06.05.2010,,,,,,9 Entibab,,Pemekaran desa Nanga Tuan Perda No. 7/2010
61.06.05.2011,,,,,,10 Kapuas Raya,,Pemekaran desa Ujung Pandang Perda No. 7/2010
61.06.05.2012,,,,,,11 Empangau Hilir,,Pemekaran desa Empangau Perda No. 7/2010
61.06.06,,,,6Bunut Hulu,-,15,,
61.06.06.2001,,,,,,1 Nanga Suruk,,
61.06.06.2002,,,,,,2 Temuyuk,,
61.06.06.2003,,,,,,3 Nanga Semangut,,
