K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72,SULAWESI TENGAH,,,,,,,
72.09,KAB. TOJO UNA UNA,,,12,12,134,"5.572,856","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
72.09.01,,,,1Una Una,-,11,,Semula wil. Kab. Poso
,,,,,,Kulingkinari,,Menjadi wil Kec. Batudaka Perda No. 16/2014
,,,,,,Molowagu,,Menjadi wil Kec. Batudaka Perda No. 16/2014
,,,,,,Bomba,,Menjadi wil Kec. Batudaka Perda No. 16/2014
,,,,,,Tumbulawa,,Menjadi wil Kec. Batudaka Perda No. 16/2014
72.09.01.2005,,,,,,1 Taningkola,,
72.09.01.2006,,,,,,2 Bambu,,
72.09.01.2007,,,,,,3 Wakai,,
72.09.01.2008,,,,,,4 Una-Una,,
72.09.01.2009,,,,,,5 Tanjung Pude,,
72.09.01.2010,,,,,,6 Lembanya,,
,,,,,,Siatu,,Menjadi wil Kec. Batudaka Perda No. 16/2014
,,,,,,Kambutu,,Menjadi wil Kec. Batudaka Perda No. 16/2014
,,,,,,Malino,,Menjadi wil Kec. Batudaka Perda No. 16/2014
72.09.01.2014,,,,,,7 Cendana,,Pemekaran desa Lembanya Perda No. 25/2011
72.09.01.2015,,,,,,8 Binanguna,,Pemekaran desa Una Una Perda No. 26/2011
,,,,,,Lindo,,Menjadi Wil Kec Batudaka Perda No 16/2014
72.09.01.2017,,,,,,9 Kavetan,,Pemekaran desa Taningkola Perda No. 28/2011
72.09.01.2018,,,,,,10 Tanimpo,,Pemekaran desa Wakai Perda No. 29/2011
72.09.01.2019,,,,,,11 Luangon,,Pemekaran desa Bambu Perda No. 30/2011
,,,,,,Patoyan,,Menjadi Wil Kec Batudaka Perda No 15/2013
72.09.02,,,,2Togean,-,16,,Semula wil. Kab. Poso
72.09.02.2001,,,,,,1 Bungayo,,
72.09.02.2002,,,,,,2 Benteng,,
72.09.02.2003,,,,,,3 Bangkagi,,
72.09.02.2004,,,,,,4 Tongkabo,,
72.09.02.2005,,,,,,5 Pulau Enam,,
72.09.02.2006,,,,,,6 Katupat,,
72.09.02.2007,,,,,,7 Awo,,
72.09.02.2008,,,,,,8 Kololio,,
72.09.02.2009,,,,,,9 Urulepe,,
72.09.02.2010,,,,,,10 Lembanato,,
72.09.02.2011,,,,,,11 Lebiti,,
72.09.02.2012,,,,,,12 Tobil,,
72.09.02.2013,,,,,,13 Baulu,,Perda No.37/2005
,,,,,,,,
