K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.04,KAB. NIAS,,,10,0,170,"902,395","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,,,,Gunung Sitoli,,,,"Menjadi wil. Kota Gunungsitoli, UU No. 47/2008"
,,,,,,Bawodesolo,,"Menjadi wil. Kec. Gunung Sitoli Idanoi, Perda No 5 /2005"
,,,,,,Boyo,,
,,,,,,"Dahadang Gawu
Gawu",,
,,,,,,Dahana Tabaloho,,
,,,,,,Padoro Lasara,,
,,,,,,Faekhu,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No. 5/2005"
,,,,,,Fodo,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No. 5/2005"
,,,,,,Gada,,"Menjadi wil. Kec. Gunungsitoli Barat, Perda No.4/2008"
,,,,,,Hiligara,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No. 5/2005"
,,,,,,Hiligodu Ombolata,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No. 5/2005"
,,,,,,Hiligodu Ulu,,"Menjadi wil. Kec. Gunungsitoli Utara , Perda No. 5/2005"
,,,,,,Hilihao,,
,,,,,,Hilimbaruzo,,
,,,,,,Hilimbowoolora,,"Menjadi wil. Kec. Gunungsitoli Utara , Perda No. 5/2005"
,,,,,,Hilina'a,,
,,,,,,Hilinakhe,,"Menjadi wil. Kec. Gunungsitoli Barat, Perda No.4/2008"
,,,,,,Iraono Geba,,
,,,,,,Lasara Bahili,,
,,,,,,Lolowonu Nikootano,,
,,,,,,Lololawa,,"Menjadi wil. Kec. Gunungsitoli Olo'oa,Perda No. 5/2005"
,,,,,,Lolofaoso Tabaloho,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No 5/2005"
,,,,,,Lololakha,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No 5/2005"
,,,,,,"Lolomoyo
Tuhemberua",,"Menjadi wil. Kec. Gunungsitoli Barat, Perda No.4/2008"
,,,,,,Lolomboi,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No 5/2005"
,,,,,,Luahalaraga,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No 5/2005"
,,,,,,Madula,,
,,,,,,Mazingo Tabaloho,,"Menjadi wil. Kec. Gunungsitoli Selatan, Perda No 5/2005"
,,,,,,Madolaoli,,
,,,,,,Mudik,,
,,,,,,Miga,,
,,,,,,Mo'awo,,
,,,,,,Olora,,"Menjadi wil.Kec. Gunungsitoli Utara, Perda No. 5/2005"
,,,,,,Ombolata Ulu,,
