NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,18.03.17,17 Hulu Sungkai,,,,,,10,,,Perda No. 8/2006
,18.03.18,18 Sungkai Tengah,,,,,,8,,,Perda No. 8/2006
,18.03.19,19 Abung Pekurun,,,,,,9,,,Perda No. 8/2006
,18.03.20,20 Sungkai Jaya,,,,,,9,,,Perda No. 8/2006
,18.03.21,21 Sungkai Barat,,,,,,10,,,Perda No. 8/2006
,18.03.22,22 Abung Kunang,,,,,,7,,,Perda No. 8/2006
,18.03.23,23 Blambangan Pagar,,,,,,7,,,Perda No. 8/2006
,18.04,4 KAB. LAMPUNG BARAT,Liwa,,,15,5,131,2.108,307.818,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.04.04,1 Balik Bukit,,,,,2,10,,,
,18.04.05,2 Sumber Jaya,,,,,1,5,,,
,18.04.06,3 Belalau,,,,,,10,,,
,18.04.07,4 Way Tenong,,,,,1,8,,,
,18.04.08,5 Sekincau,,,,,1,4,,,
,18.04.09,6 Suoh,,,,,,7,,,
,18.04.10,7 Batu Brak,,,,,,11,,,
,18.04.11,8 Sukau,,,,,,10,,,
,18.04.15,9 Gedung Surian,,,,,,5,,,Perda No. 4/2006
,18.04.18,10 Kebun Tebu,,,,,,10,,,"Pemekaran sebagian Kec. Sumber Jaya, Perda No. 2/2010"
,18.04.19,11 Air Hitam,,,,,,10,,,"Pemekaran sebagian Kec. Way Tenong, Perda No. 2/2010"
,18.04.20,12 Pagar Dewa,,,,,,10,,,"Pemekaran sebagian Kec. Sekincau, Perda No. 2/2010"
,18.04.21,13 Batu Ketulis,,,,,,10,,,"Pemekaran sebagian Kec. Belalau, Perda No. 2/2010"
,18.04.22,14 Lumbok Seminung,,,,,,11,,,"Pemekaran sebagian Kec. Sukau, Perda No. 2/2010"
,18.04.23,15 Bandar Negeri Suoh,,,,,,10,,,"Pemekaran sebagian Kec. Suoh, Perda No. 2/2010"
,18.05,5 KAB. TULANG BAWANG,Menggala,,,15,4,147,3.116,429.130,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,18.05.02,1 Menggala,,,,,4,5,,,
,18.05.06,2 Gedung Aji,,,,,,10,,,
,18.05.08,3 Banjar Agung,,,,,,11,,,
,18.05.11,4 Gedung Meneng,,,,,,11,,,
,18.05.12,5 Rawa Jitu Selatan,,,,,,9,,,
,18.05.13,6 Penawar Tama,,,,,,14,,,
,18.05.18,7 Rawa Jitu Timur,,,,,,8,,,
,18.05.20,8 Banjar Margo,,,,,,12,,,Perda No. 7/2005
,18.05.22,9 Rawa Pitu,,,,,,9,,,Perda No. 7/2005
