K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
71,SULAWESI UTARA,,,,,,,
71.11,"KAB. BOLAANG MONGONDOW
SELATAN",,,7,0,81,"1.796,071","Luas Wilayah Indikatif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
71.11.01,,,,1Bolaang Uki,-,17,,Semula wil. Kab. Bolaang Mongondow
,,,,,,Bakida,,"Menjadi wil Kec Helumo, Perda No 4/2015"
,,,,,,Duminanga,,"Menjadi wil Kec Helumo, Perda No 4/2015"
,,,,,,Biniha,,"Menjadi wil Kec Helumo, Perda No 4/2015"
71.11.01.2004,,,,,,1 Tangagah,,
71.11.01.2005,,,,,,2 Salongo,,
71.11.01.2006,,,,,,3 Toluaya,,"Koreksi nama desa Srt BPM-PD Prov. No. 414.1/BPM-PD/949 tgl 11
Juni 2015"
71.11.01.2007,,,,,,4 Molibagu,,
71.11.01.2008,,,,,,5 Popodu,,
71.11.01.2009,,,,,,6 Tolondadu,,
71.11.01.2010,,,,,,7 Tabilaa,,
,,,,,,Pangia,,"Menjadi wil Kec Helumo, Perda No 4/2015"
71.11.01.2012,,,,,,8 Sondana,,
71.11.01.2013,,,,,,9 Dudepo,,
71.11.01.2014,,,,,,10 Pinolantungan,,
71.11.01.2015,,,,,,11 Tolondadu I,,
71.11.01.2016,,,,,,12 Tolondadu II,,
,,,,,,Sinandaka,,"Menjadi wil Kec Helumo, Perda No 4/2015"
,,,,,,Soputa,,"Menjadi wil Kec Helumo, Perda No 4/2015"
,,,,,,Biniha Timur,,"Menjadi wil Kec Helumo, Perda No 4/2015"
71.11.01.2020,,,,,,13 Soguo,,Perda Kab. Bolaang Mongondow No. 5/2008
,,,,,,Motolohu,,"Menjadi wil Kec Helumo, Perda No 4/2015"
71.11.01.2022,,,,,,14 Pintadia,,"Pemekaran wil Desa Sondana, Perda No 4/2013"
71.11.01.2023,,,,,,15 Salongo Timur,,Pemekaran wil Desa Salongo Perda No 5/2013
,,,,,,Trans Patoa,,"Menjadi wil Kec Helumo, Perda No 4/2015"
,,,,,,Halabolu,,"Menjadi wil Kec Helumo, Perda No 4/2015"
,,,,,,Biniha Selatan,,"Menjadi wil Kec Helumo, Perda No 4/2015"
71.11.01.2027,,,,,,16 Salongo Barat,,Pemekaran wil Desa Salongo Perda No 22/2013
71.11.01.2028,,,,,,17 Dudepo Barat,,Pemekaran wil Desa Dudepo Perda No 23/2013
71.11.02,,,,2Posigadan,-,16,,Semula wil. Kab. Bolaang Mongondow
71.11.02.2001,,,,,,1 Lion,,
71.11.02.2002,,,,,,2 Momalia II,,
71.11.02.2003,,,,,,3 Meyambanga,,
71.11.02.2004,,,,,,4 Saibuah,,
,,,,,,,,
