NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.19.03,3 Air Putih,,,,,2,17,,,Semula wil. Kab. Asahan
,12.19.04,4 Lima Puluh,,,,,1,11,,,Semula wil. Kab. Asahan
,12.19.05,5 Talawi,,,,,1,9,,,Semula wil. Kab. Asahan
,12.19.06,6 Tanjung Tiram,,,,,2,8,,,Semula wil. Kab. Asahan
,12.19.07,7 Sei Balai,,,,,,14,,,Semula wil. Kab. Asahan
,12.19.08,8 Laut Tador,,,,,,10,,,"Pemekaran sebagian wil Kec. Sei Suka, Perda No. 9/2017"
,12.19.09,9 Lima Puluh Pesisir,,,,,,13,,,"Pemekaran sebagian wil Kec. Lima Puluh, Perda No. 9/2017"
,12.19.10,10 Datuk Lima Puluh,,,,,,10,,,"Pemekaran sebagian wil Kec. Lima Puluh, Perda No. 9/2017"
,12.19.11,11 Datuk Tanah Datar,,,,,,10,,,"Pemekaran sebagian wil Kec. Talawi, Perda No. 9/2017"
,12.19.12,12 Nibung Hangus,,,,,,12,,,"Pemekaran sebagian wil Kec. Tanjung Tiram, Perda No. 9/2017"
,12.20,20 KAB. PADANG LAWAS UTARA,Gunung Tua,,,12,2,386,3.946,270.595,"UU No. 37/2007.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.20.01,1 Dolok Sigompulon,,,,,,44,,,Semula wil. Kab. Tapanuli Selatan
,12.20.02,2 Dolok,,,,,,86,,,Semula wil. Kab. Tapanuli Selatan
,12.20.03,3 Halongonan,,,,,,33,,,Semula wil. Kab. Tapanuli Selatan
,12.20.04,4 Padang Bolak,,,,,1,61,,,Semula wil. Kab. Tapanuli Selatan
,12.20.05,5 Padang Bolak Julu,,,,,,23,,,Semula wil. Kab. Tapanuli Selatan
,12.20.06,6 Portibi,,,,,,36,,,Semula wil. Kab. Tapanuli Selatan
,12.20.07,7 Batang Onang,,,,,1,31,,,Semula wil. Kab. Tapanuli Selatan
,12.20.08,8 Simangambat,,,,,,21,,,Semula wil. Kab. Tapanuli Selatan
,12.20.09,9 Hulu Sihapas,,,,,,10,,,Perda No. 5/2012
,12.20.10,10 Padang Bolak Tenggara,,,,,,14,,,"Pemekaran sebagian wil Kec. Padang Bolak dan Kec. Portibi, Perda No.
2/2016"
,12.20.11,11 Halongonan Timur,,,,,,14,,,"Pemekaran sebagian wil Kec. Halongonan dan Kec. Padang Bolak,
Perda No. 2/2016"
,12.20.12,12 Ujung Batu,,,,,,13,,,"Pemekaran sebagian wil Kec. Simangambat, Perda No. 2/2016"
,12.21,21 KAB. PADANG LAWAS,Sibuhuan,,,17,1,303,3.914,264.041,"UU No. 38/2007.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.21.01,1 Sosopan,,,,,,22,,,Semula wil. Kab. Tapanuli Selatan
,12.21.02,2 Barumun Tengah,,,,,,29,,,Semula wil. Kab. Tapanuli Selatan
,12.21.03,3 Huristak,,,,,,27,,,Semula wil. Kab. Tapanuli Selatan
,12.21.04,4 Lubuk Barumun,,,,,,24,,,Semula wil. Kab. Tapanuli Selatan
,12.21.05,5 Hutaraja Tinggi,,,,,,26,,,"Semula wil. Kab. Tapanuli Selatan, Perda 8/2019"
,12.21.06,6 Ulu Barumun,,,,,,15,,,Semula wil. Kab. Tapanuli Selatan
