K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32,JAWA BARAT,,,,,,,
32.78,KOTA TASIKMALAYA,,,10,69,0,"183,939","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
32.78.01,,,,1Cihideung,6,-,,
32.78.01.1001,,,,,1Yudanagara,,,
32.78.01.1002,,,,,2Nagarawangi,,,
32.78.01.1003,,,,,3Cilembang,,,
32.78.01.1004,,,,,4Argasari,,,
32.78.01.1005,,,,,5Tugujaya,,,
32.78.01.1006,,,,,6Tuguraja,,,
32.78.02,,,,2Cipedes,4,-,,
32.78.02.1001,,,,,1Panglayungan,,,
32.78.02.1002,,,,,2Cipedes,,,
32.78.02.1003,,,,,3Nagarasari,,,
32.78.02.1004,,,,,4Sukamanah,,,
32.78.03,,,,3Tawang,5,-,,
32.78.03.1001,,,,,1Tawangsari,,,
32.78.03.1002,,,,,2Empangsari,,,
32.78.03.1003,,,,,3Lengkongsari,,,
32.78.03.1004,,,,,4Cikalang,,,
32.78.03.1005,,,,,5Kahuripan,,,
32.78.04,,,,4Indihiang,6,-,,
,,,,,Bantarsari,,,"Menjadi wil. Kec. Bungursari, Perda No. 6/2008"
,,,,,Cibunigeulis,,,"Menjadi wil. Kec. Bungursari, Perda No. 6/2008"
32.78.04.1003,,,,,1Indihiang,,,
32.78.04.1004,,,,,2Sirnagalih,,,
32.78.04.1005,,,,,3Parakannyasag,,,
32.78.04.1006,,,,,4Panyingkiran,,,
32.78.04.1007,,,,,5Sukamaju Kaler,,,
32.78.04.1008,,,,,6Sukamaju Kidul,,,
,,,,,Sukarindik,,,"Menjadi wil. Kec. Bungursari, Perda No. 6/2008"
,,,,,Sukamulya,,,"Menjadi wil. Kec. Bungursari, Perda No. 6/2008"
,,,,,Sukajaya,,,"Menjadi wil. Kec. Bungursari, Perda No. 6/2008"
,,,,,Bungursari,,,"Menjadi wil. Kec. Bungursari, Perda No. 6/2008"
,,,,,Sukalaksana,,,"Menjadi wil. Kec. Bungursari, Perda No. 6/2008"
32.78.05,,,,5Kawalu,10,-,,
32.78.05.1001,,,,,1Kersamenak,,,"Menjadi Kel., Perda No. 30/2003"
32.78.05.1002,,,,,2Cilamajang,,,"Menjadi Kel., Perda No. 30/2003"
,,,,,,,,
