NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.09.18,18 Tempurejo,,,,,,8,,,
,35.09.19,19 Kaliwates,,,,,7,,,,
,35.09.20,20 Patrang,,,,,8,,,,
,35.09.21,21 Sumbersari,,,,,7,,,,
,35.09.22,22 Arjasa,,,,,,6,,,
,35.09.23,23 Mumbulsari,,,,,,7,,,
,35.09.24,24 Pakusari,,,,,,7,,,
,35.09.25,25 Jelbuk,,,,,,6,,,
,35.09.26,26 Mayang,,,,,,7,,,
,35.09.27,27 Kalisat,,,,,,12,,,
,35.09.28,28 Ledokombo,,,,,,10,,,
,35.09.29,29 Sukowono,,,,,,12,,,
,35.09.30,30 Silo,,,,,,9,,,
,35.09.31,31 Sumberjambe,,,,,,9,,,
,35.10,10 KAB. BANYUWANGI,Banyuwangi,,,25,28,189,3.593,1.752.340,"Luas Wilayah Indikatif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.10.01,1 Pesanggaran,,,,,,5,,,
,35.10.02,2 Bangorejo,,,,,,7,,,
,35.10.03,3 Purwoharjo,,,,,,8,,,
,35.10.04,4 Tegaldlimo,,,,,,9,,,
,35.10.05,5 Muncar,,,,,,10,,,
,35.10.06,6 Cluring,,,,,,9,,,
,35.10.07,7 Gambiran,,,,,,6,,,
,35.10.08,8 Srono,,,,,,10,,,
,35.10.09,9 Genteng,,,,,,5,,,
,35.10.10,10 Glenmore,,,,,,7,,,
,35.10.11,11 Kalibaru,,,,,,6,,,
,35.10.12,12 Singojuruh,,,,,,11,,,
,35.10.13,13 Rogojampi,,,,,,10,,,
,35.10.14,14 Kabat,,,,,,14,,,
,35.10.15,15 Glagah,,,,,2,8,,,
,35.10.16,16 Banyuwangi,,,,,18,,,,
,35.10.17,17 Giri,,,,,4,2,,,
,35.10.18,18 Wongsorejo,,,,,,12,,,
,35.10.19,19 Songgon,,,,,,9,,,
