NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.14.31,31 Tanah Masa,,,,,,12,,,"Pemekaran sebagian Kec. Pulau-Pulau Batu dasn Kec. Hibala, Perda
No. 8/2012"
,12.14.32,32 Luahagundre Maniamolo,,,,,,10,,,"Pemekaran sebagian wil Kec. Fanayama dan Kec. Maniamolo sesuai
Perda No. 3/2015, dan Nomor Register Perda Kabupaten Nias Selatan
Provinsi Sumatera Utara Nomor 5 Tahun 2015"
,12.14.33,33 Onolalu,,,,,,10,,,"Pemekaran sebagian wil Kec. Teluk Dalam sesuai Perda No. 3/2015,
dan Nomor Register Perda Kabupaten Nias Selatan Provinsi Sumatera
Utara Nomor 5 Tahun 2015"
,12.14.34,34 Ulu Idanotae,,,,,,11,,,"Pemekaran sebagian wil Kec. Gomo dan Kec. Umbunasi sesuai Perda
No. 3/2015, dan Nomor Register Perda Kabupaten Nias Selatan
Provinsi Sumatera Utara Nomor 5 Tahun 2015"
,12.14.35,35 Idanotae,,,,,,12,,,"Pemekaran sebagian wil Kec. Gomo sesuai Perda No. 3/2015, dan
Nomor Register Perda Kabupaten Nias Selatan Provinsi Sumatera
Utara Nomor 5 Tahun 2015"
,12.15,15 KAB. PAKPAK BHARAT,Salak,,,8,0,52,1.366,55.550,"Luas Wilayah Definitif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.15.01,1 Sitelu Tali Urang Jehe,,,,,,10,,,
,12.15.02,2 Kerajaan,,,,,,10,,,
,12.15.03,3 Salak,,,,,,6,,,
,12.15.04,4 Sitelu Tali Urang Julu,,,,,,5,,,Perda No. 8/2005
,12.15.05,5 Pergetteng Getteng Sengkut,,,,,,5,,,Perda No. 8/2005
,12.15.06,6 Pagindar,,,,,,4,,,Perda No. 8/2005
,12.15.07,7 Tinada,,,,,,6,,,Perda No. 8/2005
,12.15.08,8 Siempat Rube,,,,,,6,,,Perda No. 8/2005
,12.16,"16 KAB. HUMBANG
HASUNDUTAN",Dolok Sanggul,,,10,1,153,2.352,204.377,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.16.01,1 Parlilitan,,,,,,20,,,
,12.16.02,2 Pollung,,,,,,13,,,
,12.16.03,3 Baktiraja,,,,,,7,,,
,12.16.04,4 Paranginan,,,,,,11,,,
,12.16.05,5 Lintong Nihuta,,,,,,22,,,
,12.16.06,6 Dolok Sanggul,,,,,1,27,,,
,12.16.07,7 Sijamapolang,,,,,,10,,,
,12.16.08,8 Onan Ganjang,,,,,,12,,,
,12.16.09,9 Pakkat,,,,,,22,,,
,12.16.10,10 Tarabintang,,,,,,9,,,
