Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.09.40062,Pulau Bolopondora,,"00°27'55.00"" S 121°41'52.64"" T",TBP
72.09.40063,Pulau Bonde,,"00°28'32.18"" S 121°41'50.55"" T",TBP
72.09.40064,Pulau Bonebae Besar,,"00°14'29.45"" S 122°08'55.21"" T",TBP
72.09.40065,Pulau Bonebae Diki,,"00°14'26.16"" S 122°09'00.52"" T",TBP
72.09.40066,Pulau Bontoala,,"00°29'24.18"" S 121°41'21.05"" T",TBP
72.09.40067,Pulau Buaya,,"00°25'31.00"" S 122°04'41.99"" T",TBP
72.09.40068,Pulau Bukabuka,,"00°44'44.99"" S 121°45'47.00"" T",TBP
72.09.40069,Pulau Bukato,,"00°14'01.48"" S 122°09'42.37"" T",TBP
72.09.40070,Pulau Bulanto,,"00°28'34.89"" S 121°41'20.35"" T",TBP
72.09.40071,Pulau Bulitoko Dua,,"00°29'12.44"" S 121°41'32.86"" T",TBP
72.09.40072,Pulau Bulitoko Satu,,"00°28'57.28"" S 121°41'30.91"" T",TBP
72.09.40073,Pulau Bulitoko Tiga,,"00°29'11.50"" S 121°41'28.17"" T",TBP
72.09.40074,Pulau Buloko Besar,,"00°18'19.67"" S 122°14'08.32"" T",TBP
72.09.40075,Pulau Buloko Dua,,"00°18'37.00"" S 122°14'03.99"" T",TBP
72.09.40076,Pulau Buloko Satu,,"00°18'47.99"" S 122°14'02.00"" T",TBP
72.09.40077,Pulau Buton,,"00°28'39.10"" S 121°40'52.63"" T",TBP
72.09.40078,Pulau Buton Basar,,"00°19'55.98"" S 121°55'23.04"" T",TBP
72.09.40079,Pulau Buton Diki,,"00°20'00.29"" S 121°55'22.16"" T",TBP
72.09.40080,Pulau Buton Kecil,,"00°28'42.15"" S 121°40'50.55"" T",TBP
72.09.40081,Pulau Butosahi,,"00°28'11.31"" S 121°41'52.33"" T",TBP
72.09.40082,Pulau Cabi,,"00°25'16.28"" S 121°47'44.61"" T",TBP
72.09.40083,Pulau Curi Kecil,,"00°24'13.00"" S 121°49'58.00"" T",TBP
72.09.40084,Pulau Dabuolot,,"00°30'01.64"" S 121°44'15.46"" T",TBP
72.09.40085,Pulau Dada,,"00°24'18.00"" S 121°49'45.00"" T",TBP
72.09.40086,Pulau Daengali Dua,,"00°32'03.74"" S 121°39'48.22"" T",TBP
72.09.40087,Pulau Daengali Satu,,"00°31'57.37"" S 121°39'43.11"" T",TBP
72.09.40088,Pulau Dagabiruni Satu,,"00°30'21.92"" S 121°44'39.65"" T",TBP
72.09.40089,Pulau Dambila,,"00°25'31.79"" S 122°03'51.48"" T",TBP
72.09.40090,Pulau Delapan Delapan,,"00°17'16.99"" S 122°18'58.00"" T",TBP
72.09.40091,Pulau Delapan Dua,,"00°16'46.79"" S 122°18'53.71"" T",TBP
72.09.40092,Pulau Delapan Empat,,"00°17'02.87"" S 122°18'46.65"" T",TBP
72.09.40093,Pulau Delapan Enam,,"00°16'59.57"" S 122°18'56.21"" T",TBP
72.09.40094,Pulau Delapan Tiga,,"00°17'00.48"" S 122°18'45.89"" T",TBP
72.09.40095,Pulau Delapan Tujuh,,"00°17'08.54"" S 122°18'56.79"" T",TBP
72.09.40096,Pulau Dilao,,"00°24'43.99"" S 122°03'15.99"" T",TBP
72.09.40097,Pulau Dolangonpongko,,"00°12'55.76"" S 122°12'48.87"" T",TBP
72.09.40098,Pulau Do'O,,"00°27'29.00"" S 121°55'19.99"" T",TBP
72.09.40099,Pulau Dua Besar,,"00°20'49.99"" S 121°51'24.99"" T",TBP
72.09.40100,Pulau Dua Dua,,"00°31'16.61"" S 121°39'19.53"" T",TBP
72.09.40101,Pulau Dua Dua,,"00°53'07.00"" S 121°39'51.00"" T",TBP
