Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
74.10.40001,Pulau Kapola,,"04°46'27.99"" S 123°08'46.00"" T",TBP
74.10.40002,Pulau Labuanbelanda,,"04°25'58.00"" S 122°56'29.00"" T",BP
74.10.40003,Pulau Labuanbili,,"04°25'02.16"" S 122°52'50.18"" T",TBP
74.10.40004,Pulau Laogo,,"04°46'33.66"" S 123°07'01.82"" T",
74.10.40005,Pulau Lemolemo,,"04°55'38.20"" S 122°45'26.75"" T",TBP
74.10.40006,Pulau Limboa,,"04°46'22.00"" S 123°04'19.99"" T",BP
74.10.40007,Pulau Lindaka,,"04°50'52.44"" S 123°06'48.55"" T",BP
74.10.40008,Pulau Ocintonga,,"04°38'30.00"" S 123°11'55.00"" T",TBP
74.10.40009,Pulau Oempu,,"04°39'56.99"" S 123°11'34.00"" T",TBP
74.10.40010,Pulau Onemea,,"04°44'14.55"" S 123°07'45.79"" T",
74.10.40011,Pulau Papa,,"04°48'23.63"" S 123°03'08.58"" T",
74.10.40012,Pulau Pasi Ea,,"04°46'47.79"" S 123°03'00.82"" T",
74.10.40013,Pulau Peropaea,,"04°51'02.71"" S 123°06'45.69"" T",BP
74.10.40014,Pulau Punsu,,"04°50'26.32"" S 123°05'58.15"" T",TBP
74.10.40015,Pulau Sasara,,"04°49'29.96"" S 123°03'06.17"" T",
74.10.40016,Pulau Toempo,,"04°40'54.89"" S 123°11'26.07"" T",
74.10.40017,Pulau Tondaa,,"04°45'13.09"" S 123°07'02.77"" T",
74.10.40018,Pulau Ulau Bolo,,"04°45'18.26"" S 123°01'52.25"" T",
74.10.40019,Pulau Ulau Googoo,,"04°46'49.65"" S 123°02'42.69"" T",
74.10.40020,Pulau Ulau Kirukiru,,"04°46'01.38"" S 123°02'29.92"" T",
74.10.40021,Pulau Ulau Koboncuno,,"04°46'28.06"" S 123°02'28.62"" T",
74.10.40022,Pulau Ulau Kododano,,"04°47'42.70"" S 123°06'07.70"" T",
74.10.40023,Pulau Ulau Nambo Ea,,"04°22'13.54"" S 123°03'45.55"" T",
74.10.40024,Pulau Ulau Waode Buri,,"04°40'11.57"" S 123°10'59.74"" T",
74.10.40025,Pulau Wacu Ea,,"04°39'03.82"" S 123°11'59.16"" T",TBP
74.10.40026,Pulau Wacubengki,,"04°40'27.99"" S 123°11'39.99"" T",TBP
74.10.40027,Pulau Wacuea Waodeburi,,"04°40'00.00"" S 123°10'54.99"" T",TBP
74.10.40028,Pulau Wacuea Witaitonga,,"04°49'12.00"" S 123°05'24.00"" T",TBP
74.10.40029,Pulau Wakocupa,,"04°47'28.82"" S 123°06'39.18"" T",
74.10.40030,Pulau Warandue,,"04°45'45.42"" S 123°02'00.60"" T",
74.10.40031,Pulau Witaitonga,,"04°50'51.21"" S 123°06'49.40"" T",BP
74.12,KAB. KONAWE KEPULAUAN,2,,
74.12.40001,Pulau Lensea Bakti,,"04°06'05.30"" S 123°15'07.18"" T",
74.12.40002,Pulau Rapea Indah,,"04°05'39.94"" S 123°15'21.25"" T",
74.13,KAB. MUNA BARAT,1,,
74.13.40001,Pulau Totobo Tiga,,"04°35'02.43"" S 122°19'19.36"" T",
74.14,KAB. BUTON TENGAH,4,,
74.14.40001,Pulau Kotaeyono,,"05°19'13.89"" S 122°38'36.61"" T",TBP
74.14.40002,Pulau Kotaeyono Kecil,,"05°19'13.01"" S 122°38'37.46"" T",TBP
74.14.40003,Pulau Nambo,,"05°25'07.54"" S 122°35'42.05"" T",TBP
