Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
21.03.40069,Pulau Kembang,,"03°44'47.00"" U 108°03'39.75"" T",TBP
21.03.40070,Pulau Kemudi,,"03°47'46.05"" U 108°24'40.47"" T",TBP
21.03.40071,Pulau Kepala,,"02°38'37.84"" U 109°09'58.21"" T",BP (PPKT)
21.03.40072,Pulau Kepalananggal,,"04°00'50.00"" U 107°57'01.00"" T",TBP
21.03.40073,Pulau Kerdau,,"02°42'07.99"" U 108°52'50.99"" T",BP
21.03.40074,Pulau Kerengge,,"02°29'04.64"" U 108°56'33.02"" T",TBP
21.03.40075,Pulau Kluang,,"03°42'47.00"" U 108°16'27.00"" T",TBP
21.03.40076,Pulau Krenga,,"03°39'22.00"" U 108°13'10.99"" T",TBP
21.03.40077,Pulau Kukop,,"03°52'26.50"" U 107°55'39.99"" T",TBP
21.03.40078,Pulau Kukup,,"02°28'06.22"" U 108°56'39.53"" T",TBP
21.03.40079,Pulau Kukup,,"03°51'41.00"" U 108°24'51.99"" T",TBP
21.03.40080,Pulau Kukuplaut,,"02°45'07.57"" U 108°48'47.02"" T",TBP
21.03.40081,Pulau Kukur,,"03°39'24.00"" U 108°12'55.00"" T",TBP
21.03.40082,Pulau Kumbik,,"03°39'02.00"" U 108°03'55.00"" T",BP
21.03.40083,Pulau Limau,,"02°28'36.00"" U 108°59'26.99"" T",TBP
21.03.40084,Pulau Macan,,"03°35'09.39"" U 108°06'26.63"" T",TBP
21.03.40085,Pulau Mambat,,"02°48'31.00"" U 108°54'24.00"" T",BP
21.03.40086,Pulau Melinguh,,"03°57'28.19"" U 107°58'44.34"" T",TBP
21.03.40087,Pulau Mentigi,,"02°30'20.35"" U 108°59'13.20"" T",TBP
21.03.40088,Pulau Merendam,,"02°04'04.00"" U 109°06'05.00"" T",BP
21.03.40089,Pulau Midai,,"02°59'53.00"" U 107°46'50.99"" T",BP
21.03.40090,Pulau Murik,,"01°54'06.91"" U 108°38'42.91"" T",BP
21.03.40091,Pulau Murik Kecil,,"01°54'14.02"" U 108°39'07.21"" T",TBP
21.03.40092,Pulau Mutus,,"02°29'52.16"" U 108°59'11.54"" T",TBP
21.03.40093,Pulau Muyat,,"03°58'04.38"" U 108°24'11.02"" T",
21.03.40094,Pulau Nangke,,"02°29'20.00"" U 108°59'19.00"" T",BP
21.03.40095,Pulau Nganya,,"02°54'20.00"" U 108°46'05.99"" T",TBP
21.03.40096,Pulau Ngayok,,"02°57'31.00"" U 108°47'12.99"" T",TBP
21.03.40097,Pulau Nibung,,"04°05'06.14"" U 108°16'25.01"" T",TBP
21.03.40098,Pulau Ninek,,"03°58'22.68"" U 108°24'08.60"" T",
21.03.40099,Pulau Nyamuk,,"02°33'34.99"" U 109°07'26.00"" T",TBP
21.03.40100,Pulau Panjang,,"02°44'52.00"" U 108°54'45.00"" T",BP
21.03.40101,Pulau Panjang,,"04°14'58.99"" U 108°11'53.00"" T",BP
21.03.40102,Pulau Pasir,,"03°47'27.42"" U 108°10'15.75"" T",TBP
21.03.40103,Pulau Pelanduk,,"03°49'34.00"" U 108°13'32.00"" T",TBP
21.03.40104,Pulau Pendek,,"04°14'18.13"" U 108°13'11.38"" T",TBP
21.03.40105,Pulau Penganak,,"03°55'53.00"" U 107°57'40.00"" T",TBP
21.03.40106,Pulau Peningok,,"03°55'51.67"" U 107°59'33.22"" T",
21.03.40107,Pulau Perantu,,"02°27'32.00"" U 109°07'35.00"" T",TBP
21.03.40108,Pulau Perayun,,"02°28'18.99"" U 108°59'31.99"" T",TBP
