Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
11.09.40016,Pulau Babi,,"02°30'23.20"" U 096°23'44.85"" T",TBP
11.09.40017,Pulau Babi,,"02°10'08.00"" U 096°38'10.00"" T",TBP
11.09.40018,Pulau Balok,,"02°28'58.49"" U 096°23'11.95"" T",TBP
11.09.40019,Pulau Balubuk,,"02°53'52.51"" U 095°50'14.15"" T",
11.09.40020,Pulau Balung,,"02°40'13.00"" U 096°07'58.00"" T",TBP
11.09.40021,Pulau Balung Silare,,"02°38'47.00"" U 096°06'59.00"" T",TBP
11.09.40022,Pulau Batuberlayar,,"02°25'36.34"" U 096°31'28.45"" T",TBP
11.09.40023,Pulau Batuberlayar Kecil,,"02°25'29.46"" U 096°31'18.48"" T",TBP
11.09.40024,Pulau Batuhek,,"02°21'37.72"" U 096°12'13.66"" T",
11.09.40025,Pulau Benar,,"02°32'17.33"" U 096°21'27.12"" T",TBP
11.09.40026,Pulau Bilalang,,"02°32'11.04"" U 096°23'07.72"" T",
11.09.40027,Pulau Binaksi,,"02°26'23.48"" U 096°29'32.78"" T",
11.09.40028,Pulau Cemara,,"02°33'14.27"" U 096°20'37.87"" T",
11.09.40029,Pulau Deli,,"02°32'57.35"" U 096°03'57.38"" T",TBP
11.09.40030,Pulau Dua Gadang,,"02°29'24.05"" U 096°22'39.94"" T",TBP
11.09.40031,Pulau Dua Ketek,,"02°29'27.85"" U 096°22'39.01"" T",TBP
11.09.40032,Pulau Dua Lugu,,"02°30'00.02"" U 096°22'36.14"" T",
11.09.40033,Pulau Duo,,"02°30'05.84"" U 096°22'17.01"" T",
11.09.40034,Pulau Falu,,"02°43'23.12"" U 096°08'11.84"" T",TBP
11.09.40035,Pulau Fatu,,"02°39'50.54"" U 096°10'12.80"" T",
11.09.40036,Pulau Gabui,,"02°33'49.00"" U 096°19'42.32"" T",
11.09.40037,Pulau Gabuisitok,,"02°33'57.21"" U 096°19'35.99"" T",
11.09.40038,Pulau Gae Gae Sambae Heba,,"02°53'52.96"" U 095°50'07.95"" T",
11.09.40039,Pulau Gae Gae Sambae Onok Onok,,"02°53'49.67"" U 095°50'08.83"" T",
11.09.40040,Pulau Gailaulo,,"02°50'52.00"" U 095°53'15.00"" T",TBP
11.09.40041,Pulau Gaimiteum,,"02°49'55.54"" U 095°53'46.15"" T",TBP
11.09.40042,Pulau Grik,,"02°51'47.98"" U 095°55'48.54"" T",TBP
11.09.40043,Pulau Gumentoh,,"02°32'50.66"" U 096°23'19.83"" T",
11.09.40044,Pulau Gumentoh,,"02°34'04.42"" U 096°18'36.88"" T",
11.09.40045,Pulau Ihoung Keubau,,"02°40'06.71"" U 096°10'49.32"" T",
11.09.40046,Pulau Ina,,"02°55'36.00"" U 095°45'37.00"" T",TBP
11.09.40047,Pulau Jambu,,"02°32'32.01"" U 096°20'56.58"" T",
11.09.40048,Pulau Jawijawi,,"02°34'12.51"" U 096°21'52.66"" T",TBP
11.09.40049,Pulau Jawi-Jawi,,"02°42'27.04"" U 096°08'14.57"" T",
11.09.40050,Pulau Jirun,,"02°32'23.80"" U 096°20'45.60"" T",
11.09.40051,Pulau Kala,,"02°38'29.14"" U 096°07'12.83"" T",
11.09.40052,Pulau Kapur,,"02°44'48.40"" U 096°05'17.62"" T",
11.09.40053,Pulau Karang Polisi,,"02°30'07.75"" U 096°23'18.36"" T",
11.09.40054,Pulau Kasik,,"02°31'56.23"" U 096°20'46.11"" T",
11.09.40055,Pulau Khalakhala,,"02°49'34.00"" U 095°57'51.99"" T",TBP
