K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12,SUMATERA UTARA,,,,,,,
12.78,KOTA GUNUNGSITOLI,,,6,3,98,"208,684","UU No. 46/2008.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
12.78.01,,,,1Gunungsitoli,3,29,,"Semula wil. Kab. Nias Perda No. 5/2005, Revisi Kode sesuai Surat
Prov. Sumut No. 136/10930 tanggal 7 Nov 2012"
12.78.01.2001,,,,,,1 Bawodesolo,,
12.78.01.2002,,,,,,2 Boyo,,
12.78.01.2003,,,,,,"3 Dahadano
Gawu-Gawu",,
12.78.01.2004,,,,,,4 Dahana Tabaloho,,
12.78.01.2005,,,,,,5 Fadoro Lasara,,
12.78.01.2006,,,,,,6 Hilihao,,
12.78.01.2007,,,,,,7 Hilimbaruzo,,
12.78.01.2008,,,,,,8 Hilina'a,,
12.78.01.2009,,,,,,9 Iraonogeba,,
12.78.01.2010,,,,,,10 Lasara Bahili,,
12.78.01.2011,,,,,,11 Lolowonu Niko'otano,,
12.78.01.2012,,,,,,12 Madula,,
12.78.01.2013,,,,,,13 Madolaoli,,
12.78.01.2014,,,,,,14 Mudik,,
12.78.01.2015,,,,,,15 Miga,,
12.78.01.2016,,,,,,16 Mo'awo,,
12.78.01.2017,,,,,,17 Ombolata Ulu,,
12.78.01.2018,,,,,,18 Onowaembo,,
12.78.01.2019,,,,,,19 Onozitoli Olora,,
12.78.01.2020,,,,,,20 Onozitoli Sifaoroasi,,
12.78.01.2021,,,,,,21 Saewe,,
12.78.01.2022,,,,,,22 Sifalaete Tabaloho,,
12.78.01.2023,,,,,,23 Sifalaete Ulu,,
12.78.01.2024,,,,,,24 Sihare'o II Tabaloho,,
12.78.01.2025,,,,,,25 Simandraolo,,
12.78.01.2026,,,,,,26 Sisarahiligamo,,
12.78.01.2027,,,,,,"27 Sisarahili
Sisambualahe",,
12.78.01.2028,,,,,,28 Sisobahili Tabaloho,,
12.78.01.2029,,,,,,29 Tuhemberua Ulu,,
12.78.01.1030,,,,,1Pasar Gunungsitoli,,,
12.78.01.1031,,,,,2Saombo,,,
,,,,,,,,
