K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
15,JAMBI,,,,,,,
15.72,KOTA SUNGAI PENUH,,,8,4,65,"364,924","UU No. 25/2008.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
15.72.01,,,,1Sungai Penuh,2,3,,Semula wil. Kab. Kerinci sesuai UU No. 25 Tahun 2008
15.72.01.1001,,,,,1Sungai Penuh,,,
,,,,,Pondok Tinggi,,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
15.72.01.1003,,,,,2Pasar Sungai Penuh,,,
15.72.01.2004,,,,,,1 Pasar Baru,,
,,,,,,Talang Lindung,,"Menjadi wil Kec. Sungaibungkal, Perda No. 15/2012"
15.72.01.2006,,,,,,2 Gedang,,
,,,,,,Pelayang Raya,,"Menjadi wil Kec. Sungaibungkal, Perda No. 15/2012"
,,,,,Dusun Baru,,,"Menjadi wil Kec. Sungaibungkal, Perda No. 15/2012"
,,,,,,Koto Tinggi,,"Menjadi wil Kec. Sungaibungkal, Perda No. 15/2012"
,,,,,,Sumur Anyir,,"Menjadi wil Kec. Sungaibungkal, Perda No. 15/2012"
,,,,,,Pondok Agung,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
,,,,,,Permanti,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
,,,,,,Aur Duri,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
15.72.01.2014,,,,,,3 Amar Sakti,,
,,,,,,Lawang Agung,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
,,,,,,Karya Bakti,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
,,,,,,Sungaijernih,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
,,,,,,Koto Lebu,,"Menjadi wil Kec. Pondok Tinggi, Perda No. 13/2012"
,,,,,,Sungaining,,"Menjadi wil Kec. Sungaibungkal, Perda No. 15/2012"
15.72.02,,,,2Pesisir Bukit,-,9,,Semula wil. Kab. Kerinci sesuai UU No. 25 Tahun 2008
15.72.02.2001,,,,,,1 Koto Renah,,
15.72.02.2002,,,,,,2 Koto Keras,,
15.72.02.2003,,,,,,3 Koto Bento,,
15.72.02.2004,,,,,,4 Koto Lolo,,
15.72.02.2005,,,,,,5 Koto Tengah,,
,,,,,,Kampung Tengah,,"Menjadi wil Kec. Koto Baru, Perda No. 14/2012"
,,,,,,Koto Limau Manis,,"Menjadi wil Kec. Koto Baru, Perda No. 14/2012"
15.72.02.2008,,,,,,6 Koto Duo,,
,,,,,,Koto Baru,,"Menjadi wil Kec. Koto Baru, Perda No. 14/2012"
15.72.02.2010,,,,,,7 Sungai Liuk,,
15.72.02.2011,,,,,,8 Seberang,,
,,,,,,Baru Srimenanti,,"Menjadi wil Kec. Koto Baru, Perda No. 14/2012"
,,,,,,Dujung Sakti,,"Menjadi wil Kec. Koto Baru, Perda No. 14/2012"
,,,,,,,,
