K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,Airputih,,,"Pemekaran sebagian Kel. Simpangbaru, Perda No. 4/2016.
Menjadi wil Kec. Tuahmadani sesuai Perda No. 2/2020"
,,,,,Tuahmadani,,,"Pemekaran sebagian Kel. Tuahkarya dan Kel. Simpangbaru, Perda No.
4/2016.
Menjadi wil Kec. Tuahmadani sesuai Perda No. 2/2020"
,,,,,Sialangmunggu,,,"Pemekaran sebagian Kel. Tuahkarya dan Kel. Sidomulyo Barat, Perda
No. 4/2016.
Menjadi wil Kec. Tuahmadani sesuai Perda No. 2/2020"
14.71.08.1014,,,,,5Sungaisibam,,,"Pemekaran sebagian Kel. Labuh Baru Barat, Perda No. 4/2016, semula
wil Kec. Payung Sekaki sesuai Perda No. 2/2020"
14.71.09,,,,9Marpoyan Damai,6,-,,
14.71.09.1001,,,,,1Tangkerang Barat,,,
14.71.09.1002,,,,,2Tangkerang Tengah,,,
14.71.09.1003,,,,,3Sidomulyo Timur,,,
14.71.09.1004,,,,,4Wonorejo,,,
14.71.09.1005,,,,,5Maharatu,,,
14.71.09.1006,,,,,6Perhentianmarpoyan,,,"Pemekaran sebagian Kel. Maharatu, Perda No. 4/2016"
14.71.10,,,,10Tenayan Raya,8,-,,
,,,,,Kulim,,,Menjadi wil Kec. Kulim sesuai Perda No. 2/2020
14.71.10.1002,,,,,1Bencahlesung,,,Perubahan nama Kel. Sail sesuai Perda No. 4/2016
14.71.10.1003,,,,,2Tangkerang Timur,,,
14.71.10.1004,,,,,3Rejosari,,,
14.71.10.1005,,,,,4Bambukuning,,,"Pemekaran sebagian Kel. Rejosari, Perda No. 4/2016"
,,,,,Pebatuan,,,"Pemekaran sebagian Kel. Kulim, Perda No. 4/2016.
Menjadi wil Kec. Kulim sesuai Perda No. 2/2020"
,,,,,Sialangrampai,,,"Pemekaran sebagian Kel. Kulim, Perda No. 4/2016.
Menjadi wil Kec. Kulim sesuai Perda No. 2/2020"
,,,,,Mentangor,,,"Pemekaran sebagian Kel. Kulim, Perda No. 4/2016.
Menjadi wil Kec. Kulim sesuai Perda No. 2/2020"
,,,,,Pematangkapau,,,"Pemekaran sebagian Kel. Tangkerang Timur, Perda No. 4/2016
Menjadi wil Kec. Kulim sesuai Perda No. 2/2020"
14.71.10.1010,,,,,5Melebung,,,"Pemekaran sebagian Kel. Sail, Perda No. 4/2016"
14.71.10.1011,,,,,6Industritenayan,,,"Pemekaran sebagian Kel. Sail, Perda No. 4/2016"
14.71.10.1012,,,,,7Sialangsakti,,,"Pemekaran sebagian Kel. Sail, Perda No. 4/2016"
14.71.10.1013,,,,,8Tuahnegeri,,,"Pemekaran sebagian Kel. Sail, Perda No. 4/2016"
14.71.11,,,,11Payung Sekaki,6,-,,
14.71.11.1001,,,,,1Tampan,,,
14.71.11.1002,,,,,2Labuh Baru Timur,,,
14.71.11.1003,,,,,3Labuh Baru Barat,,,
14.71.11.1004,,,,,4Air Hitam,,,
14.71.11.1005,,,,,5Bandarraya,,,"Pemekaran sebagian Kel. Labuh Baru Barat, Perda No. 4/2016"
,,,,,Sungaisibam,,,
14.71.11.1007,,,,,6Tirtasiak,,,"Pemekaran sebagian Kel. Tampan, Perda No. 4/2016"
,,,,,,,,
