NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,35.25.16,16 Gresik,,,,,16,5,,,
,35.25.17,17 Sangkapura,,,,,,17,,,
,35.25.18,18 Tambak,,,,,,13,,,
,35.26,26 KAB. BANGKALAN,Bangkalan,,,18,8,273,1.301,1.083.910,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.26.01,1 Bangkalan,,,,,7,6,,,
,35.26.02,2 Socah,,,,,,11,,,
,35.26.03,3 Burneh,,,,,1,11,,,
,35.26.04,4 Kamal,,,,,,10,,,
,35.26.05,5 Arosbaya,,,,,,18,,,
,35.26.06,6 Geger,,,,,,13,,,
,35.26.07,7 Klampis,,,,,,22,,,
,35.26.08,8 Sepulu,,,,,,15,,,
,35.26.09,9 Tanjung Bumi,,,,,,14,,,
,35.26.10,10 Kokop,,,,,,13,,,
,35.26.11,11 Kwanyar,,,,,,16,,,
,35.26.12,12 Labang,,,,,,13,,,
,35.26.13,13 Tanah Merah,,,,,,23,,,
,35.26.14,14 Tragah,,,,,,18,,,
,35.26.15,15 Blega,,,,,,19,,,
,35.26.16,16 Modung,,,,,,17,,,
,35.26.17,17 Konang,,,,,,13,,,
,35.26.18,18 Galis,,,,,,21,,,
,35.27,27 KAB. SAMPANG,Sampang,,,14,6,180,1.228,950.430,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,35.27.01,1 Sreseh,,,,,,12,,,
,35.27.02,2 Torjun,,,,,,12,,,
,35.27.03,3 Sampang,,,,,6,12,,,
,35.27.04,4 Camplong,,,,,,14,,,
,35.27.05,5 Omben,,,,,,20,,,
,35.27.06,6 Kedungdung,,,,,,18,,,
,35.27.07,7 Jrengik,,,,,,14,,,
,35.27.08,8 Tambelangan,,,,,,10,,,
,35.27.09,9 Banyuates,,,,,,20,,,
,35.27.10,10 Robatal,,,,,,9,,,
