K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.72.05.1002,,,,,2Jayaraksa,,,
32.72.05.1003,,,,,3Jayamekar,,,
32.72.05.1004,,,,,4Sudajaya Hilir,,,"Perbaikan nama semula Sindangjaya Hilir mjd Sudajaya Hilir Perda
15/2000 ttg Pembentukan Kec Sukabumi dan Srt Wlkt Sukabumi no
146/230.Tapem tgl 10 juli 2017"
32.72.06,,,,6Lembursitu,5,-,,
32.72.06.1001,,,,,1Cipanengah,,,
32.72.06.1002,,,,,2Situmekar,,,
32.72.06.1003,,,,,3Lembursitu,,,
32.72.06.1004,,,,,4Cikundul,,,
32.72.06.1005,,,,,5Sindangsari,,,
32.72.07,,,,7Cibeureum,4,-,,
32.72.07.1001,,,,,1Cibeureum Hilir,,,
32.72.07.1002,,,,,2Babakan,,,
32.72.07.1003,,,,,3Sindangpalay,,,
32.72.07.1004,,,,,4Limusnunggal,,,
