NO,KODE,"N A M A
KABUPATEN / KOTA",J U M L A H,,,"LUAS
WILAYAH
(Km2)*","JUMLAH
PENDUDUK
(Jiwa)**",K E T E R A N G A N
,,,KEC,KEL,DESA,,,
"1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18","73.01
73.02
73.03
73.04
73.05
73.06
73.07
73.08
73.09
73.10
73.11
73.12
73.13
73.14
73.15
73.16
73.17
73.18","KAB. KEPULAUAN SELAYAR
KAB. BULUKUMBA
KAB. BANTAENG
KAB. JENEPONTO
KAB. TAKALAR
KAB. GOWA
KAB. SINJAI
KAB. BONE
KAB. MAROS
KAB. PANGKAJENE DAN KEPULAUAN
KAB. BARRU
KAB. SOPPENG
KAB. WAJO
KAB. SIDENRENG RAPPANG
KAB. PINRANG
KAB. ENREKANG
KAB. LUWU
KAB. TANA TORAJA","11
10
8
11
12
18
9
27
14
13
7
8
14
11
12
12
22
19","7
27
21
31
24
46
13
44
23
38
15
21
48
38
40
17
20
47","81
109
46
82
86
121
67
328
80
65
40
49
142
68
69
112
207
112","1.160,359
1.175,528
390,969
796,001
555,431
1.812,997
865,244
4.567,363
1.442,946
888,913
1.201,903
1.385,546
2.608,708
1.832,300
1.896,575
1.806,845
2.902,069
2.043,623","140.595
455.184
202.482
416.345
315.636
774.043
267.343
813.771
389.580
352.949
190.529
238.612
400.118
321.419
409.089
228.554
373.656
270.984","Perubahan nama Kab PP. No. 59/2008.
Luas Wilayah Definitif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022
(tidak ada batas darat dengan kab/kota lainnya).
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif sesuai, PBW Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Perubahan nama Kab. semula Pangkajene Kepulauan menjadi Pangkajene dan Kepulauan sesuai UU No. 29 Tahun 1959.
Luas Wilayah Indikatif, PGP sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
PP. No. 80/2005 (pemindahan Ibukota).
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No. B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober
2022."
