K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Ujung Alih,,
,,,,,,Lb. Gelanggang,,
,,,,,,Ulak mengkudu,,
,,,,,,Batu Panceh,,
,,,,,,Aur Gading,,
,,,,,,Terusan Lama,,
,,,,,,Terusan Baru,,
,,,,,,Rantau Tenang,,
,,,,,,Seguris Kecil,,
,,,,,,Kupang,,
,,,,,,Kemang Manis,,
,,,,,,Lampar Baru,,
,,,,,,Tj. Kupang,,
,,,,,,Tj. Makmur,,
,,,,,,Lb. Kelumpang,,
,,,,,,Muara Saling,,
,,,,,Ps. Tebing Tinggi,,,
,,,,,,Tj. Ning Simpang,,
,,,,,,Tj. Ning Tengah,,
,,,,,,Tj. Ning Lama,,
,,,,,,Kota Gading,,
,,,,,,Batu Raja Baru,,
,,,,,,Batu Raja Lama,,
,,,,,,Sugi Waras,,
,,,,,,Kebon,,
,,,,,,Sawah,,
,,,,,,Mekar Jaya,,
,,,,,,Suka Kaya,,
,,,,,,Taba,,
,,,,,,Pajar Bakti,,
,,,,,,Tj. Ning Jaya,,
,,,,,,Pancur mas,,
,,,,,Jaya Loka,,,
,,,,,,Makarti Jaya,,
16.04.06,,,,2Jarai,-,21,,
,,,,,,Muara Payang,,"Menjadi wil. Kec. Muara Payang, Perda No. 25/2008"
,,,,,,Muara Gelumpai,,"Menjadi wil. Kec. Muara Payang, Perda No. 25/2008"
,,,,,,Talang Tinggi,,"Menjadi wil. Kec. Muara Payang, Perda No. 25/2008"
,,,,,,Lawang Agung Lama,,"Menjadi wil. Kec. Muara Payang, Perda No. 25/2008"
,,,,,,Lawang Agung Baru,,"Menjadi wil. Kec. Muara Payang, Perda No. 25/2008"
,,,,,,,,
