NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,12.06.03,3 Barusjahe,,,,,,19,,,
,12.06.04,4 Tigapanah,,,,,,29,,,
,12.06.05,5 Merek,,,,,,19,,,
,12.06.06,6 Munte,,,,,,22,,,
,12.06.07,7 Juhar,,,,,,25,,,
,12.06.08,8 Tigabinanga,,,,,1,19,,,
,12.06.09,9 Laubaleng,,,,,,15,,,
,12.06.10,10 Mardingding,,,,,,12,,,
,12.06.11,11 Payung,,,,,,7,,,
,12.06.12,12 Simpang Empat,,,,,,17,,,
,12.06.13,13 Kutabuluh,,,,,,16,,,
,12.06.14,14 Dolat Rayat,,,,,,7,,,Perda No. 4 / 2005
,12.06.15,15 Merdeka,,,,,,9,,,Perda No. 4 / 2005
,12.06.16,16 Naman Teran,,,,,,12,,,Perda No. 4 / 2005
,12.06.17,17 Tiganderket,,,,,,17,,,Perda No. 4 / 2005
,12.07,7 KAB. DELI SERDANG,Lubuk Pakam,,,22,14,380,2.581,1.991.108,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,12.07.01,1 Gunung Meriah,,,,,,12,,,
,12.07.02,2 Tanjung Morawa,,,,,1,25,,,
,12.07.03,3 Sibolangit,,,,,,30,,,
,12.07.04,4 Kutalimbaru,,,,,,14,,,
,12.07.05,5 Pancur Batu,,,,,,25,,,
,12.07.06,6 Namo Rambe,,,,,,36,,,"Perbaikan nama kec. semula Namorambe menjadi Namo Rambe sesuai
Surat Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus 2022."
,12.07.07,7 Biru-Biru,,,,,,17,,,"Perbaikan nama kec. semula Sibiru-biru menjadi Biru-Biru sesuai Surat
Sekda Kab. Deli Serdang No. 138/2885 tgl 19 Agustus 2022."
,12.07.08,8 STM Hilir,,,,,,15,,,
,12.07.09,9 Bangun Purba,,,,,,24,,,
,,Kutarih,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Dolok Masihul,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Sipis-pis,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Dolok Merawan,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Tebing Tinggi,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Bandar Khalifah,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
,,Tanjung Beringin,,,,,,,,,"Menjadi wil. Kab. Serdang Bedagai, UU No.36/2003"
