K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
75,GORONTALO,,,,,,,
75.03,KAB. BONE BOLANGO,,,18,5,160,"1.888,998","Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
75.03.01,,,,1Tapa,-,7,,
,,,,,,Ayula Selatan,,"Menjadi wil. Kec. Bulango Selatan, Perda No. 31/2007"
,,,,,,Huntu Utara,,"Menjadi wil. Kec. Bulango Selatan, Perda No. 31/2007"
,,,,,,Bulotalangi,,"Menjadi wil. Kec. Bulango Timur, Perda No. 32/2007"
75.03.01.2004,,,,,,1 Talumopatu,,
75.03.01.2005,,,,,,2 Talulobutu,,
75.03.01.2006,,,,,,3 Dunggala,,
75.03.01.2007,,,,,,4 Langge,,
,,,,,,Boidu,,"Menjadi wil. Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Bandungan,,"Menjadi wil. Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Tupa,,"Menjadi wil. Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Longalo,,"Menjadi wil. Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Mongiilo,,"Menjadi wil. Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Owata,,"Menjadi wil. Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Ayula Utara,,"Menjadi wil. Kec. Bulango Selatan, Perda No. 31/2007"
,,,,,,Huntu Selatan,,"Menjadi wil. Kec. Bulango Selatan, Perda No. 31/2007"
,,,,,,Mongila Utara,,"Perda No. 18/2006; Menjadi wil.Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Piloloheya,,"Perda No. 18/2006; Menjadi wil.Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Tolua,,"Perda No. 18/2006; Menjadi wil.Kec. Bulango Utara, Perda No. 24/2006"
,,,,,,Mekar Jaya,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Selatan, Perda No.
31/2007"
,,,,,,Ayula Tilango,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Selatan, Perda No.
31/2007"
,,,,,,Ayula Timur,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Selatan, Perda No.
31/2007"
,,,,,,Toluwaya,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Timur, Perda No. 32/2007"
,,,,,,Popodu,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Timur, Perda No. 32/2007"
,,,,,,Lamahu,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Selatan, Perda No.
31/2007"
,,,,,,Bulotalangi Timur,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Timur, Perda No. 32/2007"
,,,,,,Bulotalangi Barat,,"Perda No. 19/2007; Menjadi wil Kec. Bulango Timur, Perda No. 32/2007"
75.03.01.2027,,,,,,5 Talulobutu Selatan,,Perda No. 19/2007
75.03.01.2028,,,,,,6 Keramat,,Perda No. 19/2007
75.03.01.2029,,,,,,7 Meranti,,Perda No. 19/2007
75.03.02,,,,2Kabila,5,7,,
,,,,,,Huangobotu,,"Menjadi wil. Kec. Kabile Bone, Perda No. 21/ 2006"
,,,,,,,,
