K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.26.06.2006,,,,,,4 Sa'dan Sangkaropi',,"Koreksi nama 'Sangkaropi'' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019.
Perbaikan nama desa semula Sangkaropi' menjadi Sa'dan Sangkaropi',
sesuai:
Perda No. 7 Tahun 2014; dan
Surat Bupati Toraja Utara No. 146.4/0459/DPML tgl 20 April 2022."
73.26.06.2007,,,,,,5 Sa'dan Tiroallo,,"Koreksi nama 'Sa'dan Tiro Alo' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.26.06.2008,,,,,,6 Sa'dan Andulan,,
73.26.06.2009,,,,,,7 Sa'dan Pesondongan,,
73.26.06.2010,,,,,,8 Sa'dan Liku Lambe',,"Perbaikan nama desa semula Sa'dan Luku Lambe'na menjadi Desa
Sa'dan Liku Lambe', sesuai:
Perda No. 7 Tahun 2014; dan
Surat Bupati Toraja Utara No. 146.4/0459/DPML tgl 20 April 2022."
73.26.07,,,,7Sanggalangi,1,5,,SK Gub No. 2067A Th 1961
73.26.07.2001,,,,,,1 La'bo',,Koreksi nama 'La'bo' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli 2019
73.26.07.2002,,,,,,2 Buntu La'bo',,"Koreksi nama 'Buntu Labo'' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.26.07.2003,,,,,,3 Tallung Penanian,,
73.26.07.2004,,,,,,4 Pata'padang,,
73.26.07.2005,,,,,,5 Tandung La'bo',,"Koreksi nama 'Tandung Labo'' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.26.07.1006,,,,,1Paepalean,,,
73.26.08,,,,8Sopai,1,7,,Perda No. 2/2004
73.26.08.2001,,,,,,1 Salu,,
73.26.08.1002,,,,,1Nonongan Utara,,,
73.26.08.2003,,,,,,2 Salu Sopai,,
73.26.08.2004,,,,,,3 Tombang Langda,,
73.26.08.2005,,,,,,4 Marante,,
73.26.08.2006,,,,,,5 Langda,,
73.26.08.2007,,,,,,6 Nonongan Selatan,,
73.26.08.2008,,,,,,7 Salu Sarre,,
73.26.09,,,,9Tikala,2,5,,Perda No. 2/2004
73.26.09.1001,,,,,1Tikala,,,
73.26.09.1002,,,,,2Buntu Barana,,,
73.26.09.2003,,,,,,1 Buntu Batu,,
73.26.09.2004,,,,,,2 Sereale,,
73.26.09.2005,,,,,,3 Embatau,,
73.26.09.2006,,,,,,4 Benteng Ka'do To'ria,,"Koreksi nama 'Benteng Kado To'ria' Srt Ditjen BPD No 140/5118/BPD tgl
18 Juli 2019.
Perbaikan nama desa semula Benteng Ka'do To' rea menjadi Benteng
Ka'do To'ria sesuai Perda No. 7 Tahun 2014."
73.26.09.2007,,,,,,5 Pangden,,
73.26.10,,,,10Balusu,2,5,,Perda No. 8/2004
