K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
13.08.12.2006,,,,,,6 Cubadak Tengah,,"Pemekaran sebagian wil. Nagari Cubadak, sesuai:
Perda No. 2 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
13.08.12.2007,,,,,,7 Cubadak Barat,,"Pemekaran sebagian wil. Nagari Cubadak, sesuai:
Perda No. 2 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
13.08.13,,,,6Tigo Nagari,-,5,,
13.08.13.2001,,,,,,1 Malampah,,
13.08.13.2002,,,,,,2 Ladang Panjang,,
13.08.13.2003,,,,,,3 Binjai,,
13.08.13.2004,,,,,,4 Malampah Barat,,"Pemekaran sebagian wil. Nagari Malampah, sesuai:
Perda No. 2 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
13.08.13.2005,,,,,,"5 Ladang Panjang
Barat",,"Pemekaran sebagian wil. Nagari Ladang Panjang, sesuai:
Perda No. 2 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
13.08.14,,,,7Rao,-,5,,
,,,,,,Koto Nopen,,"Menjadi wil. Kec. Rao Utara, Perda No. 7/2004"
13.08.14.2002,,,,,,1 Taruang Taruang,,
,,,,,,Lonsek Kodok,,"Menjadi wil. Kec. Rao Selatan, Perda No. 8/2004"
,,,,,,Labuah Layang,,"Menjadi wil. Kec. Rao Selatan, Perda No. 8/2004"
13.08.14.2005,,,,,,2 Padang Mantinggi,,
,,,,,,Koto Rajo,,"Menjadi wil. Kec. Rao Utara, Perda No. 7/2004"
,,,,,,Laguang,,"Menjadi wil. Kec. Rao Utara, Perda No. 7/2004"
13.08.14.2008,,,,,,"3 Taruang Taruang
Selatan",,"Pemekaran sebagian wil. Nagari Taruang Taruang, sesuai:
Perda No. 3 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
13.08.14.2009,,,,,,"4 Taruang Taruang
Utara",,"Pemekaran sebagian wil. Nagari Taruang Taruang, sesuai:
Perda No. 3 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
13.08.14.2010,,,,,,"5 Padang Mantinggi
Utara",,"Pemekaran sebagian wil. Nagari Padang Mantinggi, sesuai:
Perda No. 3 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
13.08.15,,,,"8Mapat Tunggul
Selatan",-,2,,
13.08.15.2001,,,,,,1 Silayang,,
13.08.15.2002,,,,,,2 Muaro Sungai Lolo,,
13.08.16,,,,9Simpang Alahan Mati,-,4,,Perda No. 5 / 2004
13.08.16.2001,,,,,,1 Alahan Mati,,Semula wil. Kec. Bonjol
13.08.16.2002,,,,,,2 Simpang,,Semula wil. Kec. Bonjol
13.08.16.2003,,,,,,3 Alahan Mati Hilia,,"Pemekaran sebagian wil. Nagari Alahan Mati, sesuai:
Perda No. 3 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
,,,,,,,,
