K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.12.09.2009,,,,,,9 Parangisi,,Semula wil. Kec. Bungku Utara
72.12.09.2010,,,,,,10 Girimulya,,
72.12.09.2011,,,,,,11 Winangobino,,Semula wil. Kec. Bungku Utara
72.12.09.2012,,,,,,12 Tambale,,Semula wil. Kec. Bungku Utara
72.12.09.2013,,,,,,13 Sea,,Semula wil. Kec. Bungku Utara
72.12.09.2014,,,,,,14 Menyo'e,,Semula wil. Kec. Bungku Utara
72.12.10,,,,10Petasia Barat,-,10,,"Pemekaran Kec Petasia Perda No 7/2012. Rekom Gub No.
136/484/Ro.AdmPum'12 tgl 27/7/ 2012. BA Rpt kesepakatan status
Kec Petasia Barat tgl 21/5/2015-Kab Morowali & Morut yg diketahui
oleh Gub, Kep.KPU No.117/KPTS/KPU/2013 Kec Petasia Barat (Dapil
4)"
72.12.10.2001,,,,,,1 Tiu,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No 7/2012"
72.12.10.2002,,,,,,2 Tontowea,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No. 7/2012"
72.12.10.2003,,,,,,3 Togo Mulyo,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No. 7/2012."
72.12.10.2004,,,,,,4 Maralee,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No. 7/2012."
72.12.10.2005,,,,,,5 Mondowe,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No. 7/2012."
72.12.10.2006,,,,,,6 Sampalowo,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No. 7/2012."
72.12.10.2007,,,,,,7 Moleono,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No. 7/2012."
72.12.10.2008,,,,,,8 Onepute,,"Semula wil Kec. Bungku Perda No. 7/2012, Permendagri No. 18/2013.
Semula Kec Petasia Perda No. 7/2012."
72.12.10.2009,,,,,,9 Ulu Laa,,"Pemekaran desa Tiu Perda No. 20/2010, Semula wil Kec. Bungku
Perda No. 7/2012, Permendagri No. 18/2013. Semula Kec Petasia
Perda No. 7/2012."
72.12.10.2010,,,,,,10 Tadaku Jaya,,"Pemekaran desa Mandowe Perda No. 20/2010, Semula wil Kec.
Bungku Perda No. 7/2012, Permendagri No. 18/2013. Semula Kec
Petasia Perda No. 7/2012."
