K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.03.11.2020,,,,,,20 Paya Demam Lhee,,
11.03.11.2021,,,,,,21 Matang Pudeng,,
11.03.11.2022,,,,,,22 Putoh Sa,,
11.03.11.2023,,,,,,23 Putoh Dua,,
11.03.11.2024,,,,,,24 Sah Raja,,Pemekaran dari sebagian wil. Blang Seunong Perda No.5 tahun 2012
11.03.11.2025,,,,,,25 Sijudo,,Pemekaran dari sebagian wil. Blang Seunong Perda No.5 tahun 2012
11.03.12,,,,12Madat,-,26,,
11.03.12.2001,,,,,,1 Madat,,
11.03.12.2002,,,,,,2 Matang Keupula Sa,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.03.12.2003,,,,,,3 Matang Keupula Dua,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.03.12.2004,,,,,,4 Matang Keupula Lhee,,
11.03.12.2005,,,,,,5 Ulee Ateung,,
11.03.12.2006,,,,,,6 Blang Ubit,,
11.03.12.2007,,,,,,7 Matang Guru,,
11.03.12.2008,,,,,,8 Pantee Bayam,,
11.03.12.2009,,,,,,9 Meunasah Asan,,
11.03.12.2010,,,,,,10 Meunasah Tingkeum,,
11.03.12.2011,,,,,,11 Lueng Dua,,
11.03.12.2012,,,,,,12 Lueng Peut,,
11.03.12.2013,,,,,,13 Paya Demam Peut,,
11.03.12.2014,,,,,,14 Abeuk Geulanteu,,
11.03.12.2015,,,,,,15 Rambong Lop,,
11.03.12.2016,,,,,,16 Tanjong Ara,,
11.03.12.2017,,,,,,17 Matang Jrok,,
11.03.12.2018,,,,,,18 Paya Naden,,
11.03.12.2019,,,,,,19 Tanjong Minjei,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.03.12.2020,,,,,,20 Pante Merbo,,
11.03.12.2021,,,,,,21 Blang Awe,,
11.03.12.2022,,,,,,22 Bintah,,
11.03.12.2023,,,,,,23 Seuneubok Pidie,,
11.03.12.2024,,,,,,24 Blang Andam,,
11.03.12.2025,,,,,,25 Matang Nibong,,
11.03.12.2026,,,,,,26 Lueng Sa,,
11.03.13,,,,13Indra Makmu,-,13,,
11.03.13.2001,,,,,,1 Seuneubok Bayu,,
11.03.13.2002,,,,,,2 Alue Ie Itam,,
,,,,,,,,
