K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
93.01.14.2007,,,,,,7 Suka Maju,,
93.01.15,,,,15Tubang,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.01.15.2001,,,,,,1 Yowied,,
93.01.15.2002,,,,,,2 Dokib,,
93.01.15.2003,,,,,,3 Wamal,,
93.01.15.2004,,,,,,4 Dodalim,,
93.01.15.2005,,,,,,5 Woboyo,,
93.01.15.2006,,,,,,6 Welbuti,,
93.01.16,,,,16Ngguti,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.01.16.2001,,,,,,1 Po-Epe,,"Perbaikan nama desa/kampung semula Po Epe menjadi Po-Epe, sesuai:
Surat Pernyataan Bupati Merauke; dan
BA No.37/TopoII/IX/2022 Tanggal 9 September 2022."
93.01.16.2002,,,,,,2 Yawimu,,
93.01.16.2003,,,,,,3 Taga Epe,,
93.01.16.2004,,,,,,4 Nakias,,
93.01.16.2005,,,,,,5 Salam Epe,,
93.01.16.2006,,,,,,6 Yomop,,
93.01.17,,,,17Kaptel,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.01.17.2001,,,,,,1 Kwemsid,,
93.01.17.2002,,,,,,2 Kaptel,,
93.01.17.2003,,,,,,3 Kaniskobat,,
93.01.17.2004,,,,,,4 Ihalik,,
93.01.17.2005,,,,,,5 Bu Epe,,"Perbaikan nama desa/kampung semula Bu-Epe menjadi Bu Epe,
sesuai:
Surat Pernyataan Bupati Merauke; dan
BA No.37/TopoII/IX/2022 Tanggal 9 September 2022."
93.01.18,,,,18Tabonji,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.01.18.2001,,,,,,1 Tabonji,,
93.01.18.2002,,,,,,2 Wanggambi,,
93.01.18.2003,,,,,,3 Suam,,
93.01.18.2004,,,,,,4 Yamuka,,
93.01.18.2005,,,,,,5 Iromoro,,
93.01.18.2006,,,,,,6 Konjombando,,
93.01.18.2007,,,,,,7 Yeraha,,
93.01.19,,,,19Waan,,,,"Semula wil. Prov Papua, UU No. 14 Tahun 2022 tentang Pembentukan
Provinsi Papua Selatan"
93.01.19.2001,,,,,,1 Konorau,,
93.01.19.2002,,,,,,2 Waan,,
,,,,,,,,
