NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,32.04.14,10 Pameungpeuk,,,,,,6,,,
,32.04.15,11 Pangalengan,,,,,,13,,,
,32.04.16,12 Arjasari,,,,,,11,,,
,32.04.17,13 Cimaung,,,,,,10,,,
,32.04.25,14 Cicalengka,,,,,,12,,,
,32.04.26,15 Nagreg,,,,,,8,,,
,32.04.27,16 Cikancung,,,,,,9,,,
,32.04.28,17 Rancaekek,,,,,1,13,,,
,32.04.29,18 Ciparay,,,,,,14,,,
,32.04.30,19 Pacet,,,,,,13,,,
,32.04.31,20 Kertasari,,,,,,8,,,
,32.04.32,21 Baleendah,,,,,5,3,,,
,32.04.33,22 Majalaya,,,,,,11,,,
,32.04.34,23 Solokanjeruk,,,,,,7,,,
,32.04.35,24 Paseh,,,,,,12,,,
,32.04.36,25 Ibun,,,,,,12,,,
,32.04.37,26 Soreang,,,,,,10,,,
,32.04.38,27 Pasirjambu,,,,,,10,,,
,32.04.39,28 Ciwidey,,,,,,7,,,
,32.04.40,29 Rancabali,,,,,,5,,,
,32.04.44,30 Cangkuang,,,,,,7,,,Perda No. 7/2003
,32.04.46,31 Kutawaringin,,,,,,11,,,Perda No. 18/2007
,32.05,5 KAB. GARUT,Garut,,,42,21,421,3.101,2.675.547,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,32.05.01,1 Garut Kota,,,,,11,,,,
,32.05.02,2 Karangpawitan,,,,,4,16,,,
,32.05.03,3 Wanaraja,,,,,,9,,,
,32.05.04,4 Tarogong Kaler,,,,,1,12,,,
,32.05.05,5 Tarogong Kidul,,,,,5,7,,,
,32.05.06,6 Banyuresmi,,,,,,15,,,
,32.05.07,7 Samarang,,,,,,13,,,
,32.05.08,8 Pasirwangi,,,,,,12,,,
,32.05.09,9 Leles,,,,,,12,,,
,32.05.10,10 Kadungora,,,,,,14,,,
,32.05.11,11 Leuwigoong,,,,,,8,,,
