K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
91,P A P U A,,,,,,,
91.19,KAB. SUPIORI,,,5,0,38,"660,611","Luas Wilayah Definitif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
91.19.01,,,,1Supiori Selatan,-,7,,
,,,,,,Aruri,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
,,,,,,Yawerma,,Menjadi wil. Kec. Supiori Timur
91.19.01.2003,,,,,,1 Fanindi,,
91.19.01.2004,,,,,,2 Odori,,
,,,,,,Rayori,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
,,,,,,Yamnaisu,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
,,,,,,Wombonda,,Menjadi wil. Kec. Supiori Timur
,,,,,,Marsram,,Menjadi wil. Kec. Supiori Timur
,,,,,,Duber,,Menjadi wil. Kec. Supiori Timur
91.19.01.2010,,,,,,3 Biniki,,
91.19.01.2011,,,,,,4 Didiabolo,,
,,,,,,Ineki,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
,,,,,,Wongkeina,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
,,,,,,Imbirsbari,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
91.19.01.2015,,,,,,5 Warbefondi,,
91.19.01.2016,,,,,,6 Awaki,,
,,,,,,Mbrurwandi,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
,,,,,,Manggonswan,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
91.19.01.2019,,,,,,7 Maryaidori,,
,,,,,,Insumbrei,,"Menjadi wil. Kec. Kepulauan Aruri, Perda No. 2/2006"
91.19.02,,,,2Supiori Utara,-,5,,
,,,,,,Masyai,,"Menjadi wil. Kec. Supiori Barat, Perda No. 6/2006"
,,,,,,Koiryakam,,"Menjadi wil. Kec. Supiori Barat, Perda No. 6/2006"
91.19.02.2003,,,,,,1 Warsa,,
,,,,,,Sauyas,,Menjadi wil. Kec. Supiori Timur
,,,,,,Napisndi,,"Menjadi wil. Kec. Supiori Barat, Perda No. 6/2006"
,,,,,,Waryei,,"Menjadi wil. Kec. Supiori Barat, Perda No. 6/2006"
,,,,,,Amyas,,"Menjadi wil. Kec. Supiori Barat, Perda No. 6/2006"
91.19.02.2008,,,,,,2 Warbor,,
91.19.02.2009,,,,,,3 Kobari Jaya,,
91.19.02.2010,,,,,,4 Fanjur,,
,,,,,,Wafor,,Menjadi wil. Kec. Supiori Timur
,,,,,,Sorendidori,,Menjadi wil. Kec. Supiori Timur
,,,,,,Waryesi,,Menjadi wil. Kec. Supiori Timur
,,,,,,,,
