K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
14.09.06.2021,,,,,,15 Koto Benai,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
,,,,,,Geringing Baru,,"Menjadi wil Kec. Sentajo Raya, Perda No. 24/2012"
,,,,,,Marsawa,,"Menjadi wil Kec. Sentajo Raya, Perda No. 24/2012"
,,,,,,Muara Langsat,,"Menjadi wil Kec. Sentajo Raya, Perda No. 24/2012"
,,,,,,Langsat Hulu,,"Menjadi wil Kec. Sentajo Raya, Perda No. 24/2012"
,,,,,,Geringging Jaya,,"Menjadi wil Kec. Sentajo Raya, Perda No. 24/2012"
14.09.07,,,,7Gunungtoar,-,14,,
14.09.07.2001,,,,,,1 Pulaumungkur,,
14.09.07.2002,,,,,,2 Telukberingin,,
14.09.07.2003,,,,,,3 Pulaurumput,,
14.09.07.2004,,,,,,4 Seberang Gunung,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.07.2005,,,,,,5 Teberau Panjang,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.07.2006,,,,,,6 Koto Gunung,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.07.2007,,,,,,7 Gunung,,
14.09.07.2008,,,,,,8 Toar,,
14.09.07.2009,,,,,,9 Petapahan,,
14.09.07.2010,,,,,,10 Kampung Baru,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.07.2011,,,,,,11 Pisang Berebus,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.07.2012,,,,,,12 Lubuk Terentang,,"Perbaikan nama desa sesuai hasil Validasi Ditjen Bina Pemdes ttg Data
Nama dan Kode Desa tgl 23 Juni 2016, Perbaikan nama hasil validasi
data nama desa tgl 28 April 2017 dan rekomendasi Ditjen Bina Pemdes
No.146/3672/BPD tgl 21 Juni 2017"
14.09.07.2013,,,,,,13 Siberobah,,
14.09.07.2014,,,,,,14 Seberang Sungai,,"Pemekaran sebagian Desa Pulaumungkur, Perda No.23/2012,
Perbaikan nama sesuai Validasi Ditjen BPD tgl 23 Juni 2016, Perbaikan
nama hasil validasi data nama desa tgl 28 April 2017 dan rekomendasi
Ditjen Bina Pemdes No.146/3672/BPD tgl 21 Juni 2017"
14.09.08,,,,8Singingi Hilir,-,12,,
,,,,,,,,
