K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11,ACEH,,,,,,,UU. No. 11 Tahun 2006
11.03,KAB. ACEH TIMUR,,,24,0,513,"5.409,406","PP No. 5/2007 tentang Pemindahan Ibukota Kab. Aceh Timur dari
wilayah Kota Langsa ke wilayah Kec. Idi Rayeuk Kab. Aceh Timur.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
11.03.01,,,,1Darul Aman,-,45,,
11.03.01.2001,,,,,,1 Alue Luddin Sa,,
11.03.01.2002,,,,,,2 Alue Luddin Dua,,
11.03.01.2003,,,,,,3 Alue Dalam,,
11.03.01.2004,,,,,,4 Dama Pulo Sa,,
11.03.01.2005,,,,,,5 Dama Pulo Dua,,
11.03.01.2006,,,,,,6 Buket Kulam,,
11.03.01.2007,,,,,,7 Seuneubok Teungoh,,
11.03.01.2008,,,,,,8 Jungka Gajah,,
11.03.01.2009,,,,,,9 Seuneubok Simpang,,
11.03.01.2010,,,,,,10 Matang Pineung,,
11.03.01.2011,,,,,,11 Lhok Geulumpang,,
11.03.01.2012,,,,,,12 Blang Buket,,
11.03.01.2013,,,,,,"13 Meunasah
Keutapang",,
11.03.01.2014,,,,,,14 Buket Rumia,,
11.03.01.2015,,,,,,15 Alue Gadeng,,
11.03.01.2016,,,,,,16 Kapai Baro,,
11.03.01.2017,,,,,,17 Seuneubok Tuha Sa,,
11.03.01.2018,,,,,,18 Seuneubok Tuha Dua,,
11.03.01.2019,,,,,,19 Seuneubok Buloh,,
11.03.01.2020,,,,,,20 Gaseh Sayang,,
11.03.01.2021,,,,,,21 Alue Lhok,,
11.03.01.2022,,,,,,22 Trieng Gadeng,,
11.03.01.2023,,,,,,23 Grong-Grong,,
11.03.01.2024,,,,,,24 Matang Geuto,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.03.01.2025,,,,,,25 Alue Merbo,,
11.03.01.2026,,,,,,26 Buket Raya,,
11.03.01.2027,,,,,,27 Gampong Keude,,
11.03.01.2028,,,,,,28 Peukan Idi Cut,,
11.03.01.2029,,,,,,29 Gampong Beunot,,
11.03.01.2030,,,,,,30 Seuneubok Baroh,,
,,,,,,,,
