NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,,Guna,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Gupura,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Karu,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Kelulome,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Balingga Barat,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Bruwa,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Buguk Gona,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Dimba,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Gamelia,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Gelok Beam,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,91.24,24 KAB. NDUGA,Kenyam,,,,,,,,"Luas Wilayah Indikatif sesuai Surat Badan Informasi Geospasial No
B-8.31/PBW-BIG/IGD.04.04/6/2021 Tanggal 8 Juni 2021"
,,Yenggelo,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Yigi,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Pasir Putih,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Pija,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wosak,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wusi,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Wutpaga,,,,,,,,,"Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
Pembentukan Provinsi Papua Pegunungan"
,,Yal,,,,,,,,,Menjadi wil Prov. Papua Pegunungan; UU No. 16 Tahun 2022 tentang
