K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
32.11.17.2009,,,,,,5 Gunasari,,
32.11.17.2010,,,,,,6 Sukajaya,,
32.11.17.2011,,,,,,7 Margamekar,,
32.11.17.2012,,,,,,8 Ciherang,,
32.11.17.2013,,,,,,9 Margalaksana,,PMD
32.11.17.2014,,,,,,10 Mekar Rahayu,,PMD
32.11.18,,,,18Sumedang Utara,3,10,,
32.11.18.1001,,,,,1Kota Kaler,,,"Perbaikan nama kelurahan semula Kotakaler menjadi Kota Kaler,
sesuai:
Surat Sekda Kab. Sumedang No. B/1210/PEM.02.01.05/II/2021;
Perda Kab. Sumedang No. 12/2012; dan
Perda Kab. Sumedang No. 16/2011."
32.11.18.1002,,,,,2Situ,,,
32.11.18.1003,,,,,3Talun,,,
32.11.18.2004,,,,,,1 Padasuka,,
32.11.18.2005,,,,,,2 Mulyasari,,
32.11.18.2006,,,,,,3 Girimukti,,
32.11.18.2007,,,,,,4 Mekarjaya,,
32.11.18.2008,,,,,,5 Margamukti,,
32.11.18.2009,,,,,,6 Sirnamulya,,
32.11.18.2010,,,,,,7 Kebonjati,,
32.11.18.2011,,,,,,8 Jatihurip,,
32.11.18.2012,,,,,,9 Jatimulya,,
32.11.18.2013,,,,,,10 Rancamulya,,
32.11.19,,,,19Ganeas,-,8,,
32.11.19.2001,,,,,,1 Ganeas,,
32.11.19.2002,,,,,,2 Dayeuhluhur,,
32.11.19.2003,,,,,,3 Cikoneng,,
32.11.19.2004,,,,,,4 Sukaluyu,,
32.11.19.2005,,,,,,5 Sukawening,,
32.11.19.2006,,,,,,6 Tanjunghurip,,
32.11.19.2007,,,,,,7 Cikondang,,
32.11.19.2008,,,,,,8 Cikoneng Kulon,,"Perbaikan nama desa semula Cikonengkulon menjadi Cikoneng Kulon,
sesuai:
Surat Sekda Kab. Sumedang No. B/1210/PEM.02.01.05/II/2021;
Perda Kab. Sumedang No. 12/2012; dan
Perda Kab. Sumedang No. 16/2011."
32.11.20,,,,20Tanjungkerta,-,12,,
32.11.20.2001,,,,,,1 Sukamantri,,
32.11.20.2002,,,,,,2 Cipanas,,
32.11.20.2003,,,,,,3 Gunturmekar,,
32.11.20.2004,,,,,,4 Mulyamekar,,
