K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
72.01.07.2030,,,,,,19 Taloyon,,
72.01.07.2031,,,,,,20 Uwedaka,,
72.01.07.2032,,,,,,21 Tintingan,,
72.01.07.2033,,,,,,22 Bungawon,,
72.01.07.2034,,,,,,23 Huhak,,
72.01.07.2035,,,,,,24 Poh,,
,,,,,,Salipi,,
72.01.07.2037,,,,,,25 Bondat,,
72.01.07.2038,,,,,,26 Sammajatem,,
72.01.07.2039,,,,,,27 Bulu,,Perda No. 2/2008
,,,,,,Lambuli,,Menjadi wil Kec. Lobu Perda No. 21/2009
72.01.07.2041,,,,,,28 Tombang,,Perda No. 2/2008
,,,,,,Dolom,,Menjadi wil Kec. Lobu Perda No. 21/2009
72.01.07.2043,,,,,,29 Ampera,,Perda No. 2/2008
72.01.07.2044,,,,,,30 Dongkalan,,Pemekaran sebagian Desa Asaan Perda No. 24/2009
72.01.08,,,,8Bualemo,-,20,,
72.01.08.2001,,,,,,1 Bualemo A,,
72.01.08.2002,,,,,,2 Tikupan,,
72.01.08.2003,,,,,,3 Trans Mayayap,,
72.01.08.2004,,,,,,4 Toiba,,
72.01.08.2005,,,,,,5 Longkoga Barat,,
72.01.08.2006,,,,,,6 Longkoga Timur,,
72.01.08.2007,,,,,,7 Bualemo B,,
72.01.08.2008,,,,,,8 Taima,,
72.01.08.2009,,,,,,9 Sampaka,,
72.01.08.2010,,,,,,10 Malik,,
72.01.08.2011,,,,,,11 Binsil,,
72.01.08.2012,,,,,,12 Binsil Padang,,
72.01.08.2013,,,,,,13 Lembah Tompotika,,
72.01.08.2014,,,,,,14 Mayayap,,
72.01.08.2015,,,,,,15 Bima Karya,,
72.01.08.2016,,,,,,16 Salipi,,
72.01.08.2017,,,,,,17 Nipa Kalemoan,,
72.01.08.2018,,,,,,18 Malik Makmur,,Perda No. 2/2008
72.01.08.2019,,,,,,19 Lembah Makmur,,Perda No. 2/2008
72.01.08.2020,,,,,,20 Dwi Karya,,Perda No. 2/2008
72.01.09,,,,9Toili,1,24,,
72.01.09.2001,,,,,,1 Cendana Pura,,
,,,,,,Sidoharjo,,Menjadi wil Kec. Moilong Perda No. 21/2009
,,,,,,Selamet Raharjo,,Menjadi wil Kec. Moilong Perda No. 21/2009
,,,,,,,,
