K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.21.09.2003,,,,,,3 Wonoketingal,,
33.21.09.2004,,,,,,4 Cangkringrembang,,
33.21.09.2005,,,,,,5 Cangkring,,
33.21.09.2006,,,,,,6 Tuwang,,
33.21.09.2007,,,,,,7 Undaan Kidul,,
33.21.09.2008,,,,,,8 Undaan Lor,,
33.21.09.2009,,,,,,9 Ketanjung,,
33.21.09.2010,,,,,,10 Ngemplikwetan,,
33.21.09.2011,,,,,,11 Wonorejo,,
33.21.09.2012,,,,,,12 Karanganyar,,
33.21.09.2013,,,,,,13 Kedungwaru Kidul,,
33.21.09.2014,,,,,,14 Kedungwaru Lor,,
33.21.09.2015,,,,,,15 Bandungrejo,,
33.21.09.2016,,,,,,16 Tugu Lor,,
33.21.09.2017,,,,,,17 Kotakan,,"Perbaikan nama semula Kotaan, Srt Gub No. 130.1/00014678 tgl 19 okt
2020"
33.21.10,,,,10Mijen,-,15,,
33.21.10.2001,,,,,,1 Geneng,,
33.21.10.2002,,,,,,2 Ngelowetan,,
33.21.10.2003,,,,,,3 Mlaten,,
33.21.10.2004,,,,,,4 Bantengmati,,
33.21.10.2005,,,,,,5 Ngelokulon,,
33.21.10.2006,,,,,,6 Pasir,,
33.21.10.2007,,,,,,7 Rejosari,,
33.21.10.2008,,,,,,8 Ngegot,,
33.21.10.2009,,,,,,9 Jleper,,
33.21.10.2010,,,,,,10 Pecuk,,
33.21.10.2011,,,,,,11 Tanggul,,
33.21.10.2012,,,,,,12 Bakung,,
33.21.10.2013,,,,,,13 Bermi,,"Perbaikan nama desa semula Bremi menjadi Bermi, sesuai:
Surat Bupati Demak No, 130/0748 Tanggal 28 Maret 2019; dan
Perda No 4 Tahun 2022 Kab Demak ttg Penetapan Desa."
33.21.10.2014,,,,,,14 Mijen,,
33.21.10.2015,,,,,,15 Gempolsongo,,
33.21.11,,,,11Demak,6,13,,
33.21.11.2001,,,,,,1 Bolo,,
33.21.11.2002,,,,,,2 Bango,,
33.21.11.2003,,,,,,3 Kedondong,,
33.21.11.2004,,,,,,4 Sedo,,
33.21.11.2005,,,,,,5 Mulyorejo,,
33.21.11.2006,,,,,,6 Turirejo,,
