K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.13.10.2016,,,,,,12 Lacinde,,Perda No. 1/2013
73.13.10.2017,,,,,,13 Buriko,,Perda No. 1/2013
73.13.10.2018,,,,,,14 Bau-Bau,,Perda No. 1/2013
73.13.10.2019,,,,,,15 Ale Lebbae,,Perda No. 1/2013
73.13.10.2020,,,,,,16 Bulu Siwa,,Perda No. 1/2013
73.13.10.2021,,,,,,17 Botto Tengnga,,Perda No. 1/2013
73.13.10.2022,,,,,,18 Kaluku,,Perda No. 1/2013
73.13.10.2023,,,,,,19 Mattiro Walie,,Perda No. 1/2013
73.13.10.2024,,,,,,20 Maccolli Loloe,,Perda No. 1/2013
73.13.10.2025,,,,,,21 Lompo Bulo,,Perda No. 1/2013
73.13.10.2026,,,,,,22 Padang Loang,,Perda No. 1/2013
73.13.10.2027,,,,,,23 Kompong,,Perda No. 1/2013
73.13.11,,,,11Bola,1,10,,
73.13.11.1001,,,,,1Solo,,,
73.13.11.2002,,,,,,1 Bola,,
73.13.11.2003,,,,,,2 Ujungtanah,,
73.13.11.2004,,,,,,3 Lempong,,
73.13.11.2005,,,,,,4 Sanreseng Ade,,
73.13.11.2006,,,,,,5 Pattangngae,,
73.13.11.2007,,,,,,6 Balielo,,
73.13.11.2008,,,,,,7 Manurung,,
73.13.11.2009,,,,,,8 Lattimu,,
73.13.11.2010,,,,,,9 Pasir Putih,,
73.13.11.2011,,,,,,10 Rajamawellang,,"Koreksi nama 'Raja Mawelang' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.13.12,,,,12Penrang,1,9,,
73.13.12.1001,,,,,1Doping,,,
73.13.12.2002,,,,,,1 Padaelo,,
73.13.12.2003,,,,,,2 Temmabarang,,
73.13.12.2004,,,,,,3 Penrang,,
73.13.12.2005,,,,,,4 Lawesso,,
73.13.12.2006,,,,,,5 Benteng,,
73.13.12.2007,,,,,,6 Walanga,,
73.13.12.2008,,,,,,7 Makmur,,
73.13.12.2009,,,,,,8 Tadangpalie,,
73.13.12.2010,,,,,,9 Raddae,,
73.13.13,,,,13Gilireng,1,8,,
73.13.13.2001,,,,,,1 Mamminasae,,
73.13.13.1002,,,,,1Gilireng,,,
73.13.13.2003,,,,,,2 Poleonro,,
,,,,,,,,
