K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
73.09.06.2008,,,,,,7 Mattampapole,,"Koreksi nama 'Matampa Pole' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019
Perbaikan nama desa semula Matampapole menjadi Mattampapole,
sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.06.2009,,,,,,8 Uludaya,,
73.09.06.2010,,,,,,9 Gattareng Matinggi,,"Koreksi nama 'Gatarang Matinggi' Srt Ditjen BPD No 140/5118/BPD tgl
18 Juli 2019"
73.09.06.2011,,,,,,10 Barugae,,
73.09.07,,,,7Tanralili,1,7,,
73.09.07.1001,,,,,1Borong,,,
73.09.07.2002,,,,,,1 Allaere,,
73.09.07.2003,,,,,,2 Toddopulia,,
73.09.07.2004,,,,,,3 Kurusumange,,
73.09.07.2005,,,,,,4 Lekopancing,,
73.09.07.2006,,,,,,5 Damai,,
73.09.07.2007,,,,,,6 Sudirman,,
73.09.07.2008,,,,,,7 Purnakarya,,
73.09.08,,,,8Marusu,-,7,,
73.09.08.2001,,,,,,1 Temmapaduae,,
73.09.08.2002,,,,,,2 Nisombalia,,
73.09.08.2003,,,,,,3 Tellumpoccoe,,"Koreksi nama 'Tellum Poccoe' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.09.08.2004,,,,,,4 Ma'rumpa,,"Koreksi nama 'Marumpa' Srt Ditjen BPD No 140/5118/BPD tgl 18 Juli
2019"
73.09.08.2005,,,,,,5 Bonto Mate'ne,,"Koreksi nama 'Bonto Matene' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019"
73.09.08.2006,,,,,,6 Abbulosibatang,,"Koreksi nama 'Abulo Sibatang' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019
Perbaikan nama desa semula Abulosibatang menjadi Abbulosibatang,
sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda Prov. Sulsel No.146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Dirjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.08.2007,,,,,,7 Pabbentengang,,"Koreksi nama 'Pabentengang' Srt Ditjen BPD No 140/5118/BPD tgl 18
Juli 2019
Perbaikan nama desa semula Pa'bentengang menjadi Pabbentengang,
sesuai:
Perda No. 5 Tahun 2012;
Surat Sekda No. 146.4/5036/DPMD tgl 30 Mei 2022; dan
Surat Ditjen Bina Pemdes No. 145/2999/BPD tgl 13 Juni 2022."
73.09.09,,,,9Simbang,-,6,,
73.09.09.2001,,,,,,1 Jenetaesa,,
,,,,,,,,
