K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.25.11.2006,,,,,,6 Klidang Wetan,,
33.25.11.2007,,,,,,7 Klidang Lor,,
33.25.11.2008,,,,,,8 Kalipucang Wetan,,
33.25.11.2009,,,,,,9 Kalipucang Kulon,,
33.25.11.2010,,,,,,10 Karanganyar,,
33.25.11.2011,,,,,,11 Denasri Kulon,,
33.25.11.2012,,,,,,12 Denasri Wetan,,
33.25.11.1013,,,,,1Watesalit,,,
33.25.11.1014,,,,,"2Proyonanggan
Tengah",,,
33.25.11.1015,,,,,3Kauman,,,
33.25.11.1016,,,,,4Karangasem Utara,,,
33.25.11.1017,,,,,5Kasepuhan,,,
33.25.11.1018,,,,,6Sambong,,,
33.25.11.1019,,,,,7Proyonanggan Utara,,,
33.25.11.1020,,,,,"8Proyonanggan
Selatan",,,
33.25.11.1021,,,,,9Karangasem Selatan,,,
33.25.12,,,,12Warungasem,-,18,,
33.25.12.2001,,,,,,1 Pandansari,,
33.25.12.2002,,,,,,2 Kaliwareng,,
33.25.12.2003,,,,,,3 Pejambon,,
33.25.12.2004,,,,,,4 Sariglagah,,
33.25.12.2005,,,,,,5 Pesaren,,
33.25.12.2006,,,,,,6 Sidorejo,,
33.25.12.2007,,,,,,7 Cepagan,,
33.25.12.2008,,,,,,8 Masin,,
33.25.12.2009,,,,,,9 Banjiran,,
33.25.12.2010,,,,,,10 Warungasem,,
33.25.12.2011,,,,,,11 Gapuro,,
33.25.12.2012,,,,,,12 Kalibeluk,,
33.25.12.2013,,,,,,13 Sawahjoho,,
33.25.12.2014,,,,,,14 Candiareng,,
33.25.12.2015,,,,,,15 Lebo,,
33.25.12.2016,,,,,,16 Menguneng,,
33.25.12.2017,,,,,,17 Terban,,
33.25.12.2018,,,,,,18 Sijono,,
33.25.13,,,,13Kandeman,-,13,,Perda No. 7/2004
33.25.13.2001,,,,,,1 Tegalsari,,Semula wil. Kec. Tulis
33.25.13.2002,,,,,,2 Kandeman,,Semula wil. Kec. Tulis
33.25.13.2003,,,,,,3 Bakalan,,Semula wil. Kec. Tulis
