NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
XXX,76,SULAWESI BARAT,,6,0,69,73,575,16.595,1.447.186,
,76.01,1 KAB. PASANGKAYU,Pasangkayu,,,12,4,59,2.903,192.251,"PP No. 61 Tahun 2017 tentang Perubahan Nama Kab. Mamuju Utara
Menjadi Kab. Pasangkayu di Provinsi Sulawesi Barat.
Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,76.01.01,1 Bambalamotu,,,,,1,5,,,
,76.01.02,2 Pasangkayu,,,,,2,4,,,
,76.01.03,3 Baras,,,,,1,5,,,
,76.01.04,4 Sarudu,,,,,,5,,,
,76.01.05,5 Dapurang,,,,,,5,,,Perda No. 9/2007
,76.01.06,6 Duripoku,,,,,,4,,,Perda No. 9/2007
,76.01.07,7 Bulu Taba,,,,,,7,,,Perda No. 9/2007
,76.01.08,8 Tikke Raya,,,,,,5,,,Perda No. 9/2007
,76.01.09,9 Pedongga,,,,,,4,,,Perda No. 9/2007
,76.01.10,10 Bambaira,,,,,,4,,,Perda No. 9/2007
,76.01.11,11 Sarjo,,,,,,4,,,Perda No. 9/2007
,76.01.12,12 Lariang,,,,,,7,,,Perda No. 4/2008
,76.02,2 KAB. MAMUJU,Mamuju,,,11,13,88,4.942,282.033,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,76.02.01,1 Mamuju,,,,,4,4,,,
,76.02.02,2 Tapalang,,,,,3,7,,,
,76.02.03,3 Kalukku,,,,,4,10,,,
,76.02.04,4 Kalumpang,,,,,,13,,,
,76.02.07,5 Papalang,,,,,,9,,,
,76.02.08,6 Sampaga,,,,,,7,,,
,76.02.11,7 Tommo,,,,,,14,,,
,76.02.12,8 Simboro,,,,,2,6,,,"Perda No. 12/002.
Perubahan nama kecamatan semula Simboro dan Kepulauan menjadi
Simboro sesuai Perda No. 12 Tahun 2009."
,76.02.13,9 Tapalang Barat,,,,,,7,,,Perda No. 12/002
,76.02.15,10 Bonehau,,,,,,9,,,Perda No. 12/002
,76.02.16,11 Kep. Bala Balakang,,,,,,2,,,Pemekaran Kec. Perda No. 12/2009
