K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
11.08.17.2003,,,,,,3 Kp. Bantan,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.17.2004,,,,,,4 Alue Seumambu,,
11.08.17.2005,,,,,,5 Ulee Gampong,,
11.08.17.2006,,,,,,6 Batu XII,,
11.08.17.2007,,,,,,7 Kp. Tempel,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.17.2008,,,,,,8 Alue Leuhob,,
11.08.17.2009,,,,,,9 Seuneubok Baro,,
11.08.17.2010,,,,,,10 Alue Drien,,"Perbaikan nama sesuai Rakernis Klarifikasi Data Nama serta
Kodefikasi tgl 1 April 2016"
11.08.17.2011,,,,,,11 Cempeudak,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.17.2012,,,,,,12 Matang Teungoh,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.08.17.2013,,,,,,13 Pucok Alue,,
11.08.17.2014,,,,,,14 U Baro.,,
11.08.17.2015,,,,,,15 Trieng,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.08.17.2016,,,,,,16 Lhok Reuhat,,
11.08.17.2017,,,,,,17 Lueng Baro,,
11.08.17.2018,,,,,,18 Jeulikat,,
11.08.17.2019,,,,,,19 Gampong Ara,,"Perbaikan nama sesuai Surat Pem Aceh No.146.1/10560 tgl 13 Juni
2016, Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa
tgl 17 Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD
tgl 21 Juni 2017"
11.08.17.2020,,,,,,20 Beurandang Dayah,,
11.08.17.2021,,,,,,21 Beurandang Krueng,,
11.08.17.2022,,,,,,22 Seupeng,,
11.08.17.2023,,,,,,23 Beurandang Asan,,
11.08.17.2024,,,,,,24 Drien II,,"Perbaikan nama sesuai Validasi Data Nama dan Kodefikasi Desa tgl 17
Mei 2017 dan Rekomedasi Ditjen Bina Pemdes No. 146/3672/BPD tgl 21
Juni 2017"
11.08.18,,,,18Langkahan,-,23,,
11.08.18.2001,,,,,,1 Cot Bada,,
11.08.18.2002,,,,,,2 Alue Dua,,
11.08.18.2003,,,,,,3 Bantayan,,
11.08.18.2004,,,,,,4 Kampong Blang,,
11.08.18.2005,,,,,,5 Paya Tukai,,
11.08.18.2006,,,,,,6 Matang Keutapang,,
11.08.18.2007,,,,,,7 Krueng Lingka,,
,,,,,,,,
