Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
65.01.40035,Pulau Kelambu,,"02°50'05.80"" U 117°37'38.35"" T",TBP
65.01.40036,Pulau Kelibung,,"03°04'55.20"" U 117°29'42.74"" T",TBP
65.01.40037,Pulau Keranggasan,,"03°04'12.00"" U 117°28'12.00"" T",TBP
65.01.40038,Pulau Keranggasan Kecil,,"03°05'07.69"" U 117°28'47.93"" T",TBP
65.01.40039,Pulau Keris,,"03°18'35.04"" U 117°26'42.74"" T",BP
65.01.40040,Pulau Kiak,,"03°09'30.88"" U 117°37'43.57"" T",TBP
65.01.40041,Pulau Koran,,"02°51'58.00"" U 117°26'51.00"" T",TBP
65.01.40042,Pulau Kubil,,"02°56'32.89"" U 117°22'09.87"" T",TBP
65.01.40043,Pulau Kubil Kecil,,"02°56'14.03"" U 117°21'59.23"" T",TBP
65.01.40044,Pulau Kuju,,"03°00'51.94"" U 117°29'50.61"" T",TBP
65.01.40045,Pulau Lemangunbibir,,"03°05'57.10"" U 117°29'57.29"" T",TBP
65.01.40046,Pulau Lentimun,,"02°59'24.00"" U 117°24'00.00"" T",TBP
65.01.40047,Pulau Lentimunpesalang,,"03°04'21.00"" U 117°31'25.00"" T",TBP
65.01.40048,Pulau Limangun Tengah,,"03°06'42.58"" U 117°31'28.78"" T",TBP
65.01.40049,Pulau Liu Pudung,,"03°16'48.27"" U 117°22'47.10"" T",TBP
65.01.40050,Pulau Liu Setebong,,"02°57'30.98"" U 117°30'15.25"" T",TBP
65.01.40051,Pulau Liumanis,,"02°57'33.21"" U 117°29'21.44"" T",TBP
65.01.40052,Pulau Liupata,,"03°01'47.38"" U 117°24'31.22"" T",TBP
65.01.40053,Pulau Makapang,,"02°59'19.38"" U 117°37'48.90"" T",TBP
65.01.40054,Pulau Malu,,"02°58'42.34"" U 117°30'00.82"" T",TBP
65.01.40055,Pulau Mangkubuah,,"02°49'16.68"" U 117°30'38.62"" T",TBP
65.01.40056,Pulau Mapat,,"03°01'48.00"" U 117°34'12.00"" T",TBP
65.01.40057,Pulau Mayundas,,"03°04'36.90"" U 117°27'10.68"" T",TBP
65.01.40058,Pulau Melimpung Besar,,"03°01'48.00"" U 117°28'12.00"" T",TBP
65.01.40059,Pulau Melimpung Kecil,,"03°03'37.44"" U 117°32'21.55"" T",TBP
65.01.40060,Pulau Mengantung,,"03°05'24.11"" U 117°35'27.31"" T",
65.01.40061,Pulau Mengkubung,,"03°01'41.81"" U 117°21'53.62"" T",TBP
65.01.40062,Pulau Mening,,"02°57'00.00"" U 117°37'12.00"" T",TBP
65.01.40063,Pulau Musang Temu Bu,,"02°52'15.09"" U 117°20'16.28"" T",
65.01.40064,Pulau Pangkaran,,"02°52'39.24"" U 117°39'26.28"" T",BP
65.01.40065,Pulau Papa,,"03°31'38.92"" U 117°39'05.09"" T",TBP
65.01.40066,Pulau Pasbanau,,"03°16'05.95"" U 117°25'16.70"" T",BP
65.01.40067,Pulau Peking,,"02°54'56.99"" U 117°38'49.11"" T",TBP
65.01.40068,Pulau Penyepuan,,"02°58'30.94"" U 117°26'36.63"" T",TBP
65.01.40069,Pulau Pesalang,,"03°05'24.16"" U 117°31'47.83"" T",TBP
65.01.40070,Pulau Pudung Besar,,"03°16'12.96"" U 117°22'01.80"" T",TBP
65.01.40071,Pulau Pudung Kecil,,"03°17'52.38"" U 117°22'52.82"" T",TBP
65.01.40072,Pulau Putus,,"02°48'31.87"" U 117°22'58.66"" T",TBP
65.01.40073,Pulau Sabanar,,"02°51'41.55"" U 117°29'32.98"" T",TBP
65.01.40074,Pulau Salenketo,,"02°54'22.76"" U 117°29'18.73"" T",BP
