K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18,LAMPUNG,,,,,,,
18.12,KAB. TULANG BAWANG BARAT,,,9,3,100,"1.257,088","UU No. 50/2008.
Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
18.12.01,,,,"1Tulang Bawang
Tengah",2,19,,Semula wil. Kab. Tulang Bawang
18.12.01.1001,,,,,1Mulyo Asri,,,
18.12.01.2002,,,,,,1 Panaragan,,
18.12.01.2003,,,,,,2 Bandar Dewa,,
18.12.01.2004,,,,,,3 Menggala Mas,,
18.12.01.2005,,,,,,4 Penumangan,,
18.12.01.2006,,,,,,5 Penumangan Baru,,
18.12.01.1007,,,,,2Panaragan Jaya,,,"Perubahan status dari desa ke kelurahan, Perda No. 11/2011"
18.12.01.2008,,,,,,6 Tirta Kencana,,
18.12.01.2009,,,,,,7 Pulung Kencana,,
18.12.01.2010,,,,,,8 Mulya Kencana,,
18.12.01.2011,,,,,,9 Candra Kencana,,
18.12.01.2012,,,,,,10 Tunas Asri,,
18.12.01.2013,,,,,,11 Wono Kerto,,
18.12.01.2014,,,,,,"12 Panaragan Jaya
Utama",,
18.12.01.2015,,,,,,"13 Panaragan Jaya
Indah",,
18.12.01.2016,,,,,,14 Mulya Jaya,,
18.12.01.2017,,,,,,15 Tirta Makmur,,Pemekaran sebagian wil Desa Tirta Kencana Perda No. 19/2012
18.12.01.2018,,,,,,16 Candra Mukti,,Pemekaran sebagian wil Desa Candra Kencana Perda No. 19/2012
18.12.01.2019,,,,,,17 Candra Jaya,,Pemekaran sebagian wil Desa Candra Kencana Perda No. 19/2012
18.12.01.2020,,,,,,18 Marga Asri,,"Pemekaran sebagian wil. Kel. Mulya Asri, sesuai:
Perda No. 5 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 145/3066/BPD tgl 15 Juni 2021."
18.12.01.2021,,,,,,19 Mekar Asri,,"Perubahan status sebagian wil. Kel. Mulya Asri, sesuai:
Perda No. 6 Tahun 2022; dan
Surat Dirjen Bina Pemdes No. 146/4441/BPD tgl 30 Agustus 2022."
18.12.02,,,,2Tumijajar,1,9,,Semula wil. Kab. Tulang Bawang
18.12.02.1001,,,,,1Daya Murni,,,
18.12.02.2002,,,,,,1 Daya Sakti,,
18.12.02.2003,,,,,,2 Margo Mulyo,,
18.12.02.2004,,,,,,3 Makarti,,
18.12.02.2005,,,,,,4 Gunung Menanti,,
18.12.02.2006,,,,,,5 Daya Asri,,
,,,,,,,,
