NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,52.03.05,5 Masbagik,,,,,,10,,,
,52.03.06,6 Sukamulia,,,,,,9,,,
,52.03.07,7 Selong,,,,,11,1,,,
,52.03.08,8 Pringgabaya,,,,,,15,,,
,52.03.09,9 Aikmel,,,,,,14,,,
,52.03.10,10 Sambelia,,,,,,11,,,
,52.03.11,11 Montong Gading,,,,,,8,,,
,52.03.12,12 Pringgasela,,,,,,10,,,
,52.03.13,13 Suralaga,,,,,,15,,,
,52.03.14,14 Wanasaba,,,,,,14,,,
,52.03.15,15 Sembalun,,,,,,6,,,
,52.03.16,16 Suwela,,,,,,8,,,
,52.03.17,17 Labuhan Haji,,,,,4,8,,,
,52.03.18,18 Sakra Timur,,,,,,10,,,
,52.03.19,19 Sakra Barat,,,,,,18,,,
,52.03.20,20 Jerowaru,,,,,,15,,,
,52.03.21,21 Lenek,,,,,,10,,,"Pemekaran sebagian dari wil Kec Aikmel Perda 9/2017 ttg
Pembentukan Kec Lenek"
,52.04,4 KAB. SUMBAWA,Sumbawa Besar,,,24,8,157,6.656,519.564,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,Jereweh,,,,,,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
,52.04.02,2 Lunyuk,,,,,,7,,,
,,Taliwang,,,,,,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
,,Seteluk,,,,,,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
,52.04.05,5 Alas,,,,,,8,,,
,52.04.06,6 Utan,,,,,,9,,,
,52.04.07,7 Batu Lanteh,,,,,,6,,,
,52.04.08,8 Sumbawa,,,,,8,,,,
,52.04.09,9 Moyo Hilir,,,,,,10,,,
,52.04.10,10 Moyo Hulu,,,,,,12,,,
,52.04.11,11 Ropang,,,,,,5,,,"Perda No. 9/2005, diperbaharui Perda No 12/2007"
,52.04.12,12 Lape,,,,,,4,,,
,52.04.13,13 Plampang,,,,,,11,,,
,52.04.14,14 Empang,,,,,,10,,,
,,Sekongkang,,,,,,,,,"Menjadi wil. Kab Sumbawa Barat, UU No 30/2003"
