Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
72.09.40382,Pulau Santigi,,"00°14'55.54"" S 122°08'45.06"" T",TBP
72.09.40383,Pulau Satu,,"00°52'05.07"" S 121°40'00.03"" T",TBP
72.09.40384,Pulau Sayado,,"00°28'25.00"" S 121°41'39.00"" T",TBP
72.09.40385,Pulau Serre Atas,,"00°26'10.97"" S 122°04'03.49"" T",TBP
72.09.40386,Pulau Serre Bawah,,"00°26'24.69"" S 122°04'05.79"" T",TBP
72.09.40387,Pulau Serre Tengah,,"00°26'20.00"" S 122°04'04.10"" T",TBP
72.09.40388,Pulau Siali,,"00°25'39.27"" S 122°04'00.43"" T",TBP
72.09.40389,Pulau Siatu,,"00°28'39.05"" S 121°41'27.78"" T",TBP
72.09.40390,Pulau Sijakir,,"00°26'30.65"" S 122°06'07.10"" T",TBP
72.09.40391,Pulau Sila Po'Ong,,"00°26'18.49"" S 122°05'03.08"" T",
72.09.40392,Pulau Silapaong Basar,,"00°26'31.99"" S 122°04'59.99"" T",TBP
72.09.40393,Pulau Silapaong Dikki,,"00°26'26.00"" S 122°04'53.00"" T",TBP
72.09.40394,Pulau Silendo Selatan,,"00°26'07.00"" S 121°56'08.00"" T",TBP
72.09.40395,Pulau Silendo Utara,,"00°25'58.00"" S 121°56'13.99"" T",TBP
72.09.40396,Pulau Sillangan,,"00°28'36.31"" S 121°41'54.76"" T",TBP
72.09.40397,Pulau Sinindi,,"00°26'16.51"" S 122°05'56.45"" T",TBP
72.09.40398,Pulau Sinindi Dindi,,"00°26'12.99"" S 122°06'14.00"" T",TBP
72.09.40399,Pulau Sireh,,"00°26'15.62"" S 122°04'56.33"" T",
72.09.40400,Pulau Solisi,,"00°25'31.86"" S 122°04'09.72"" T",TBP
72.09.40401,Pulau Sumpala,,"00°25'53.33"" S 122°07'00.32"" T",TBP
72.09.40402,Pulau Sumpala,,"00°24'55.00"" S 121°49'40.00"" T",TBP
72.09.40403,Pulau Sumpala Dua,,"00°28'37.97"" S 121°41'20.09"" T",TBP
72.09.40404,Pulau Sumpala Kecil,,"00°24'46.21"" S 121°49'41.36"" T",TBP
72.09.40405,Pulau Sumpala Satu,,"00°28'41.47"" S 121°41'20.05"" T",TBP
72.09.40406,Pulau Sumpala Tiga,,"00°28'40.91"" S 121°41'20.74"" T",TBP
72.09.40407,Pulau Tabara Dua,,"00°30'21.27"" S 121°44'14.83"" T",TBP
72.09.40408,Pulau Tabara Satu,,"00°30'23.20"" S 121°44'14.10"" T",TBP
72.09.40409,Pulau Tabara Tiga,,"00°30'18.18"" S 121°44'14.68"" T",TBP
72.09.40410,Pulau Tabudurian,,"00°30'16.99"" S 121°50'52.00"" T",TBP
72.09.40411,Pulau Taha,,"00°26'39.92"" S 122°05'42.67"" T",TBP
72.09.40412,Pulau Taipi,,"00°20'06.00"" S 121°51'04.00"" T",TBP
72.09.40413,Pulau Takuhak,,"00°13'07.00"" S 122°15'52.99"" T",TBP
72.09.40414,Pulau Takulak,,"00°28'25.00"" S 121°55'45.00"" T",TBP
72.09.40415,Pulau Talatakoh,,"00°21'42.36"" S 122°06'18.25"" T",BP
72.09.40416,Pulau Talawanga,,"00°19'26.00"" S 122°02'03.00"" T",BP
72.09.40417,Pulau Talempo,,"00°28'41.97"" S 121°41'23.30"" T",TBP
72.09.40418,Pulau Tambangoni Satu,,"00°32'03.43"" S 121°38'46.66"" T",TBP
72.09.40419,Pulau Tambangoni Tiga,,"00°32'07.19"" S 121°38'39.89"" T",TBP
72.09.40420,Pulau Tambangonira Dua,,"00°32'11.09"" S 121°38'48.49"" T",TBP
72.09.40421,Pulau Tambun,,"00°19'42.47"" S 121°55'30.94"" T",TBP
