Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
73.01.40035,Pulau Batutokong Ki'Di',,"06°49'00.06"" S 120°47'09.24"" T",TBP
73.01.40036,Pulau Belangbelang,,"06°24'36.83"" S 121°05'48.56"" T",TBP
73.01.40037,Pulau Bembe,,"07°03'47.00"" S 120°32'39.99"" T",BP
73.01.40038,Pulau Bonelukmuia,,"05°44'44.78"" S 120°29'24.89"" T",TBP
73.01.40039,Pulau Bonerate,,"07°21'25.72"" S 121°06'47.13"" T",BP
73.01.40040,Pulau Bungikaurangka,,"07°25'48.00"" S 122°05'43.00"" T",TBP
73.01.40041,Pulau Bungingbelle,,"06°53'42.04"" S 121°16'01.41"" T",BP
73.01.40042,Pulau Bungingkamase,,"06°56'40.24"" S 121°00'06.42"" T",TBP
73.01.40043,Pulau Bungingtinabo,,"06°34'16.38"" S 121°03'28.44"" T",TBP
73.01.40044,Pulau Bungingwanti,,"07°29'19.00"" S 121°48'10.00"" T",TBP
73.01.40045,Pulau Bungione,,"07°13'03.00"" S 121°33'06.00"" T",TBP
73.01.40046,Pulau Bungisapalatondu,,"06°29'37.30"" S 121°03'23.30"" T",TBP
73.01.40047,Pulau Guang,,"06°20'42.91"" S 120°26'55.19"" T",TBP
73.01.40048,Pulau Gusung,,"06°06'46.89"" S 120°25'38.13"" T",BP
73.01.40049,Pulau Gusungtallang,,"06°07'01.99"" S 120°25'10.99"" T",TBP
73.01.40050,Pulau Harapan,,"07°03'18.58"" S 120°32'20.17"" T",TBP
73.01.40051,Pulau Idaman,,"07°03'27.41"" S 120°32'17.98"" T",TBP
73.01.40052,Pulau Impian,,"07°03'37.54"" S 120°32'13.13"" T",TBP
73.01.40053,Pulau Jailamu,,"06°59'39.00"" S 120°31'26.00"" T",BP
73.01.40054,Pulau Janggo,,"07°08'55.00"" S 120°40'09.00"" T",TBP
73.01.40055,Pulau Jinato,,"06°45'36.00"" S 120°58'07.00"" T",TBP
73.01.40056,Pulau Kabauna,,"07°25'26.00"" S 122°05'12.99"" T",BP
73.01.40057,Pulau Kalao,,"07°17'46.27"" S 120°55'12.00"" T",BP
73.01.40058,Pulau Kalaotoa,,"07°22'32.18"" S 121°47'29.97"" T",BP
73.01.40059,Pulau Karangbako,,"07°18'22.66"" S 121°06'00.04"" T",TBP
73.01.40060,Pulau Karanglealea Appa',,"07°21'10.13"" S 121°10'01.83"" T",TBP
73.01.40061,Pulau Karanglealea Rua,,"07°20'55.41"" S 121°09'58.61"" T",TBP
73.01.40062,Pulau Karanglealea Se'Re,,"07°20'42.33"" S 121°09'44.29"" T",TBP
73.01.40063,Pulau Karanglealea Tallu,,"07°21'06.34"" S 121°10'00.93"" T",TBP
73.01.40064,Pulau Karumpa Ki'Di',,"07°13'45.99"" S 121°44'34.00"" T",TBP
73.01.40065,Pulau Karumpalompo,,"07°16'36.99"" S 121°45'16.99"" T",BP
73.01.40066,Pulau Katela,,"07°03'40.01"" S 120°36'10.54"" T",TBP
73.01.40067,Pulau Kauna,,"06°52'50.61"" S 120°47'27.73"" T",TBP
73.01.40068,Pulau Kayuadi,,"06°49'02.39"" S 120°47'57.08"" T",BP
73.01.40069,Pulau Kayubulang,,"06°45'32.01"" S 121°04'21.24"" T",TBP
73.01.40070,Pulau Kayupanga Lau',,"07°27'47.83"" S 121°25'15.56"" T",TBP
73.01.40071,Pulau Kayupanga Raja,,"07°27'47.11"" S 121°25'21.23"" T",TBP
73.01.40072,Pulau Koncularuka,,"07°16'53.80"" S 121°43'43.79"" T",TBP
73.01.40073,Pulau Kukusang,,"06°39'23.85"" S 120°25'37.11"" T",TBP
73.01.40074,Pulau Lantigiang,,"06°42'15.73"" S 120°58'36.09"" T",TBP
