K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
33.01.08.2004,,,,,,4 Brebeg,,
33.01.08.2005,,,,,,5 Jeruklegi Kulon,,
33.01.08.2006,,,,,,6 Cilibang,,
33.01.08.2007,,,,,,7 Mandala,,
33.01.08.2008,,,,,,8 Karangkemiri,,
33.01.08.2009,,,,,,9 Jambusari,,
33.01.08.2010,,,,,,10 Prapagan,,
33.01.08.2011,,,,,,11 Sawangan,,
33.01.08.2012,,,,,,12 Citepus,,
33.01.08.2013,,,,,,13 Tritih Lor,,
33.01.09,,,,9Kawunganten,-,12,,
33.01.09.2001,,,,,,1 Grugu,,
33.01.09.2002,,,,,,2 Bringkeng,,
33.01.09.2003,,,,,,3 Ujungmanik,,
33.01.09.2004,,,,,,4 Kubangkangkung,,
33.01.09.2005,,,,,,5 Bojong,,
33.01.09.2006,,,,,,6 Mentasan,,
33.01.09.2007,,,,,,7 Kalijeruk,,
33.01.09.2008,,,,,,8 Kawunganten,,
33.01.09.2009,,,,,,9 Sarwadadi,,
33.01.09.2010,,,,,,10 Kawunganten Lor,,
,,,,,,Ujunggagak,,"Menjadi wil. Kampung Lau, Perda No. 54/2003"
,,,,,,Ujungalang,,"Menjadi wil. Kampung Lau, Perda No. 54/2003"
,,,,,,Panikel,,"Menjadi wil. Kampung Lau, Perda No. 54/2003"
33.01.09.2014,,,,,,11 Babakan,,
33.01.09.2015,,,,,,12 Sidaurip,,
33.01.10,,,,10Gandrungmangu,-,14,,
33.01.10.2001,,,,,,1 Gandrungmangu,,
33.01.10.2002,,,,,,2 Gandrungmanis,,
33.01.10.2003,,,,,,3 Cisumur,,
33.01.10.2004,,,,,,4 Karanganyar,,
33.01.10.2005,,,,,,5 Cinangsi,,
33.01.10.2006,,,,,,6 Karanggintung,,
33.01.10.2007,,,,,,7 Rungkang,,
33.01.10.2008,,,,,,8 Sidaurip,,
33.01.10.2009,,,,,,9 Gintungreja,,
33.01.10.2010,,,,,,10 Layansari,,
33.01.10.2011,,,,,,11 Bulusari,,
33.01.10.2012,,,,,,12 Muktisari,,
33.01.10.2013,,,,,,13 Wringinharjo,,
,,,,,,,,
