K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
35.14.19.2007,,,,,,7 Jeladri,,
35.14.19.2008,,,,,,8 Sumberrejo,,
35.14.19.2009,,,,,,9 Prodo,,
35.14.19.2010,,,,,,10 Lebak,,
35.14.19.2011,,,,,,11 Menyarik,,
35.14.19.2012,,,,,,12 Kandung,,
35.14.19.2013,,,,,,13 Mendalan,,
35.14.19.2014,,,,,,14 Penataan,,
35.14.19.2015,,,,,,15 Winongan Kidul,,
35.14.19.2016,,,,,,16 Bandaran,,
35.14.19.2017,,,,,,17 Winongan Lor,,
35.14.19.2018,,,,,,18 Gading,,
35.14.20,,,,20Grati,1,14,,
35.14.20.2001,,,,,,1 Kebonrejo,,
35.14.20.2002,,,,,,2 Karanglo,,
35.14.20.2003,,,,,,3 Rebalas,,
35.14.20.2004,,,,,,4 Plososari,,
35.14.20.1005,,,,,1Gratitunon,,,
35.14.20.2006,,,,,,5 Kalipang,,
35.14.20.2007,,,,,,6 Trewung,,
35.14.20.2008,,,,,,7 Kambinganrejo,,
35.14.20.2009,,,,,,8 Karangkliwon,,
35.14.20.2010,,,,,,9 Kedawungkulon,,
35.14.20.2011,,,,,,10 Kedawungwetan,,
35.14.20.2012,,,,,,11 Sumberagung,,
35.14.20.2013,,,,,,12 Ranuklindungan,,
35.14.20.2014,,,,,,13 Sumberdawesari,,
35.14.20.2015,,,,,,14 Cukurgondang,,"Semula Cukurgondang. Koreksi nama ' Cukurguling' Srt Ditjen Pemdes
No 140/5118/bpd tgl 18 juli 2019 ttg Dafrar Perbaikan Redaksional
Nama Desa Th 2019"
35.14.21,,,,21Nguling,-,15,,
35.14.21.2001,,,,,,1 Sanganom,,
35.14.21.2002,,,,,,2 Sebalong,,
35.14.21.2003,,,,,,3 Wotgalih,,
35.14.21.2004,,,,,,4 Watestani,,
35.14.21.2005,,,,,,5 Nguling,,
35.14.21.2006,,,,,,6 Sedarum,,
35.14.21.2007,,,,,,7 Dandanggendis,,
35.14.21.2008,,,,,,8 Sumberanyar,,
35.14.21.2009,,,,,,9 Sudimulyo,,
,,,,,,,,
