K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
63,KALIMANTAN SELATAN,,,,,,,
63.08,KAB. HULU SUNGAI UTARA,,,10,5,214,"907,491","Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
63.08.01,,,,1Danau Panggang,-,16,,
,,,,,,Paminggir,,"Menjadi wil. Kec. Paminggir, Perda No. 13/2007"
,,,,,,Ambahai,,"Menjadi wil. Kec. Paminggir, Perda No. 13/2007"
63.08.01.2003,,,,,,1 Sungai Namang,,
63.08.01.2004,,,,,,2 Danau Panggang,,
,,,,,,Sapala,,"Menjadi wil. Kec. Paminggir, Perda No. 13/2007"
,,,,,,Bararawa,,"Menjadi wil. Kec. Paminggir, Perda No. 13/2007"
,,,,,,Tampakang,,"Menjadi wil. Kec. Paminggir, Perda No. 13/2007"
63.08.01.2008,,,,,,3 Pandamaan,,
63.08.01.2009,,,,,,4 Baru,,
63.08.01.2010,,,,,,5 Bitin,,
63.08.01.2011,,,,,,6 Manarap,,
63.08.01.2012,,,,,,7 Pararain,,
63.08.01.2013,,,,,,8 Telaga Mas,,
,,,,,,Paminggir Seberang,,"Menjadi wil. Kec. Paminggir, Perda No. 13/2007"
63.08.01.2015,,,,,,9 Darussalam,,
63.08.01.2016,,,,,,10 Sarang Burung,,
63.08.01.2017,,,,,,11 Longkong,,
,,,,,,Pal Batu,,"Menjadi wil. Kec. Paminggir, Perda No. 13/2007"
63.08.01.2019,,,,,,12 Rintisan,,
63.08.01.2020,,,,,,13 Palukahan,,
63.08.01.2021,,,,,,14 Teluk Mesjid,,
63.08.01.2022,,,,,,15 Sungai Panangah,,
63.08.01.2023,,,,,,16 Manarap Hulu,,
63.08.02,,,,2Babirik,-,23,,
63.08.02.2001,,,,,,1 Babirik Hilir,,
63.08.02.2002,,,,,,2 Babirik Hulu,,
63.08.02.2003,,,,,,3 Sungai Durait Hilir,,"Perbaikan nama sesuai Surat Bup. Hulu Sungai Utara No.
125.1/158/Pem/2016 Hal Penyampaian Kode Desa dan Klarifikasi Data
Desa Th. 2016"
63.08.02.2004,,,,,,4 Hambuku Hilir,,
63.08.02.2005,,,,,,5 Murung Panti Hulu,,
63.08.02.2006,,,,,,6 Murung Panti Hilir,,
63.08.02.2007,,,,,,7 Murung Kupang,,
63.08.02.2008,,,,,,8 Sungai Luang Hilir,,Surat Bup. No. T.005/221/PemDes/BPMPD/2015 tgl 8 Juni 2015
,,,,,,,,
