K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
,,,,,,Meunasah Blang,,
11.07.17.2032,,,,,,31 Mali Lamkuta,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2033,,,,,,32 Mali Uke,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2034,,,,,,33 Mali Mesjid,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2035,,,,,,34 Mali Cot,,
11.07.17.2036,,,,,,35 Tangkueng,,
11.07.17.2037,,,,,,36 Lhok Mee,,
11.07.17.2038,,,,,,37 Lameue Mns. Raya,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2039,,,,,,38 Lameue Mns. Baro,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2040,,,,,,39 Lameue Mns. Lueng,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2041,,,,,,40 Pulo Keureumbok,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
11.07.17.2042,,,,,,41 Dayah Kp Pisang,,"perbaikan nama dari Mns Raya Kp Pisang menjadi Dayah Kp
Pisang,surat Bupati Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen
Bina Pemerintahan Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.17.2043,,,,,,42 Mns Blang Sakti,,
11.07.17.2044,,,,,,43 Perlak Baroh,,
11.07.17.2045,,,,,,44 Lingkok,,
11.07.17.2046,,,,,,45 Pasar Kota Bakti,,
11.07.17.2047,,,,,,46 Mns Balee,,
11.07.17.2048,,,,,,47 Perlak Asan,,
11.07.17.2049,,,,,,48 Kampong Baro,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.17.2050,,,,,,49 Mali Guyui,,
11.07.18,,,,15Simpang Tiga,-,52,,
11.07.18.2001,,,,,,1 Raya Paya,,"perbaikan nama dari Mns Raya Paya menjadi Raya Paya,surat Bupati
Pidie No 140/2364 tgl 13 April 2021,Surat Sesditjen Bina Pemerintahan
Desa No 145/2430/BPD tgl 24 Mei 2021"
11.07.18.2002,,,,,,2 Mesjid Bungie,,
11.07.18.2003,,,,,,3 Liliep,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.18.2004,,,,,,4 Ujong Baroh,,
11.07.18.2005,,,,,,5 Peukan Sot,,
11.07.18.2006,,,,,,6 Sukon,,"Perbaikan nama sesuai Surat Pem Aceh No. 146.1/10560 tgl 13 Juni
2016 Hal Hasil Klarifikasi Nama Desa/Gampong di Aceh"
11.07.18.2007,,,,,,7 Raya Paleue,,
11.07.18.2008,,,,,,8 Lambideng,,
11.07.18.2009,,,,,,9 Cot Paleue,,"Perbaikan nama sesuai Srt Ditjen BPD No. 145/1820/SET tgl 15 Nov
2018 hal penyampaian hasil validasi"
,,,,,,,,
