NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,33.74.07,7 Semarang Selatan,,,,,10,,,,
,33.74.08,8 Candisari,,,,,7,,,,
,33.74.09,9 Gajahmungkur,,,,,8,,,,
,33.74.10,10 Tembalang,,,,,12,,,,
,33.74.11,11 Banyumanik,,,,,11,,,,
,33.74.12,12 Gunungpati,,,,,16,,,,
,33.74.13,13 Semarang Barat,,,,,16,,,,
,33.74.14,14 Mijen,,,,,14,,,,
,33.74.15,15 Ngaliyan,,,,,10,,,,
,33.74.16,16 Tugu,,,,,7,,,,
,33.75,34 KOTA PEKALONGAN,Pekalongan,,,4,27,0,46,316.805,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.75.01,1 Pekalongan Barat,,,,,7,,,,
,33.75.02,2 Pekalongan Timur,,,,,7,,,,
,33.75.03,3 Pekalongan Utara,,,,,7,,,,
,33.75.04,4 Pekalongan Selatan,,,,,6,,,,
,33.76,35 KOTA TEGAL,Tegal,,,4,27,0,39,290.870,"Luas Wilayah Definitif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,33.76.01,1 Tegal Barat,,,,,7,,,,
,33.76.02,2 Tegal Timur,,,,,5,,,,
,33.76.03,3 Tegal Selatan,,,,,8,,,,
,33.76.04,4 Margadana,,,,,7,,,,
