NO,KODE,"NAMA PROVINSI,
KABUPATEN / KOTA,
KECAMATAN",IBUKOTA,J U M L A H,,,,,"LUAS
WILAYAH
(Km2) *","JUMLAH
PENDUDUK
(Jiwa) **",K ET E R A N G A N
,,,,KAB,KOTA,KEC,KEL,DESA,,,
,74.14.02,2 Mawasangka Timur,,,,,,8,,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
,74.14.03,3 Mawasangka Tengah,,,,,1,9,,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
,74.14.04,4 Mawasangka,,,,,2,17,,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
,74.14.05,5 Talaga Raya,,,,,1,6,,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
,74.14.06,6 Gu,,,,,2,10,,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
,74.14.07,7 Sangia Wambulu,,,,,1,5,,,"Semula wil Kab. Buton, Sesuai UU No. 15 Tahun 2014"
,74.15,15 KAB. BUTON SELATAN,Batauga,,,7,10,60,518,100.140,"Luas Wilayah Indikatif sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.15.01,1 Batauga,,,,,7,5,,,"Semula wil Kab. Buton, sesuai UU No. 16 Tahun 2014"
,74.15.02,2 Sampolawa,,,,,3,13,,,"Semula wil Kab. Buton, sesuai UU No. 16 Tahun 2014"
,74.15.03,3 Lapandewa,,,,,,7,,,"Semula wil Kab. Buton, sesuai UU No. 16 Tahun 2014"
,74.15.04,4 Batu Atas,,,,,,7,,,"Semula wil Kab. Buton, sesuai UU No. 16 Tahun 2014"
,74.15.05,5 Siompu Barat,,,,,,8,,,"Semula wil Kab. Buton, sesuai UU No. 16 Tahun 2014"
,74.15.06,6 Siompu,,,,,,10,,,"Semula wil Kab. Buton, sesuai UU No. 16 Tahun 2014"
,74.15.07,7 Kadatua,,,,,,10,,,"Semula wil Kab. Buton, sesuai UU No. 16 Tahun 2014"
,74.71,16 KOTA KENDARI,Kendari,,,11,65,0,266,344.281,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.71.01,1 Mandonga,,,,,6,,,,
,74.71.02,2 Kendari,,,,,9,,,,
,74.71.03,3 Baruga,,,,,4,,,,
,74.71.04,4 Poasia,,,,,5,,,,
,74.71.05,5 Kendari Barat,,,,,9,,,,
,74.71.06,6 Abeli,,,,,7,,,,
,74.71.07,7 Wua-Wua,,,,,4,,,,Perda No. 20/2006
,74.71.08,8 Kadia,,,,,5,,,,Perda No. 21/2006
,74.71.09,9 Puuwatu,,,,,6,,,,Perda No. 22/2006
,74.71.10,10 Kambu,,,,,4,,,,Perda No. 23/2006
,74.71.11,11 Nambo,,,,,6,,,,"Pemekaran Wilayah Kecamatan Abeli sesuai Perda Nomor 1 Tahun
2021"
,74.72,17 KOTA BAU BAU,Bau Bau,,,8,43,0,294,159.073,"Luas Wilayah Indikatif, PBW sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022."
,74.72.01,1 Betoambari,,,,,5,,,,
,74.72.02,2 Wolio,,,,,7,,,,
,74.72.03,3 Sorawolio,,,,,4,,,,
,74.72.04,4 Bungi,,,,,5,,,,
,74.72.05,5 Kokalukuna,,,,,6,,,,Perda No. 2/2006
