Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
81.02.40058,Pulau Meuhu,,"05°37'17.64"" S 132°42'48.97"" T",TBP
81.02.40061,Pulau Nai,,"05°42'47.99"" S 132°34'05.99"" T",TBP
81.02.40062,Pulau Nasular,,"05°53'47.82"" S 132°53'10.81"" T",TBP
81.02.40063,Pulau Ngaf,,"05°37'21.00"" S 132°35'16.00"" T",TBP
81.02.40064,Pulau Ngirit,,"06°00'20.00"" S 132°27'22.00"" T",TBP
81.02.40065,Pulau Ngiru,,"05°37'38.13"" S 133°00'09.29"" T",TBP
81.02.40066,Pulau Ngodan,,"05°34'03.00"" S 132°35'24.00"" T",TBP
81.02.40068,Pulau Nu Ra,,"05°45'22.00"" S 132°34'41.99"" T",TBP
81.02.40069,Pulau Nuhu Ruhu,,"05°42'38.99"" S 132°45'20.99"" T",TBP
81.02.40070,Pulau Nuhu Sau,,"05°36'27.64"" S 132°43'10.72"" T",
81.02.40071,Pulau Nuhu Tahu,,"05°54'27.00"" S 132°27'51.00"" T",TBP
81.02.40072,Pulau Nuhu Tuwauhu,,"05°45'20.00"" S 132°47'03.99"" T",TBP
81.02.40073,Pulau Nuhu Yananhu,,"05°37'57.00"" S 132°58'54.00"" T",BP
81.02.40074,Pulau Nuhu Yankohu,,"05°57'34.99"" S 132°41'56.00"" T",TBP
81.02.40075,Pulau Nuhu Yuthu,,"05°38'26.00"" S 133°01'04.00"" T",BP-PPKT
81.02.40077,Pulau Nurnguva,,"05°44'43.00"" S 132°40'26.30"" T",TBP
81.02.40078,Pulau Ohoieuw,,"05°41'26.86"" S 132°37'55.79"" T",TBP
81.02.40080,Pulau Ohoitir,,"05°43'22.00"" S 132°37'58.00"" T",BP
81.02.40081,Pulau Ohoiwa,,"05°42'06.00"" S 132°37'12.00"" T",BP
81.02.40089,Pulau Sawer,,"05°37'22.15"" S 132°42'45.10"" T",TBP
81.02.40090,Pulau Silaar,,"06°00'32.00"" S 132°27'15.99"" T",TBP
81.02.40094,Pulau Tangwain,,"05°46'59.00"" S 132°33'56.00"" T",TBP
81.02.40095,Pulau Tanimbar Kei,,"06°01'26.00"" S 132°26'58.99"" T",BP
81.02.40096,Pulau Tarwa,,"05°48'10.00"" S 132°37'13.00"" T",BP
81.02.40100,Pulau Ur,,"05°51'15.99"" S 132°32'29.00"" T",BP
81.02.40102,Pulau Varkukur,,"05°43'35.00"" S 132°33'18.00"" T",TBP
81.02.40103,Pulau Vathabo,,"05°49'54.30"" S 132°56'54.06"" T",TBP
81.02.40104,Pulau Vatkaba,,"05°47'14.57"" S 132°48'33.21"" T",TBP
81.02.40105,Pulau Vatkat,,"05°42'36.79"" S 132°34'12.51"" T",TBP
81.02.40109,Pulau Vatmanir,,"05°50'53.30"" S 132°36'44.06"" T",TBP
81.02.40110,Pulau Vatnam,,"05°17'45.07"" S 133°10'46.64"" T",TBP
81.02.40111,Pulau Vatnesor,,"05°37'08.00"" S 132°42'49.00"" T",TBP
81.02.40112,Pulau Vatngaruw,,"05°16'39.85"" S 133°07'14.13"" T",TBP
81.02.40113,Pulau Vatngerit,,"05°39'09.69"" S 132°57'44.18"" T",TBP
81.02.40114,Pulau Vatniv,,"05°16'44.95"" S 133°07'22.86"" T",TBP
81.02.40115,Pulau Vatroaohoi,,"05°50'25.37"" S 132°57'24.12"" T",TBP
81.02.40116,Pulau Vatsau,,"05°37'19.99"" S 132°42'54.00"" T",TBP
81.02.40118,Pulau Vatslom,,"05°50'32.70"" S 132°57'23.94"" T",TBP
81.02.40120,Pulau Vatvangam,,"05°17'20.71"" S 133°10'29.33"" T",TBP
81.02.40122,Pulau Vatvyah,,"05°16'45.00"" S 133°07'15.24"" T",TBP
