K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
18.03.08.2021,,,,,,8 Gedung Batin,,
18.03.08.2022,,,,,,9 Negara Batin,,
18.03.08.2023,,,,,,10 Kota Negara,,
18.03.08.2024,,,,,,11 Bangun Jaya,,
,,,,,,Negeri Camp. Jaya,,"Menjadi wil Kec. Sungkai Tengah, Perda No. 8/2006"
,,,,,,P. Tangguk Jaya,,"Menjadi wil Kec. Sungkai Tengah, Perda No. 8/2006"
,,,,,,Negeri Galik Rejo,,"Menjadi wil Kec. Sungkai Tengah, Perda No. 8/2006"
18.03.08.2028,,,,,,12 Baru Raharja,,"Koreksi nama, Perbaikan Nama sesuai Surat Pemprov Lampung No.
140/181/02/2016 Hal: Data Nama dan Kodefikasi Desa tgl 28 Juni 2016"
18.03.08.2029,,,,,,13 Hanakau Jaya,,
,,,,,,Ratu Jaya,,"Menjadi wil Kec. Sungkai Tengah, Perda No. 8/2006"
,,,,,,Mekar Sari,,"Menjadi wil Kec. Sungkai Tengah, Perda No. 8/2006"
18.03.08.2032,,,,,,14 Negara Batin II,,"Pemekaran sebagian Desa Negara Batin, Perda No. 8/2007"
18.03.08.2033,,,,,,15 Kota Negara Ilir,,"Pemekaran sebagian Desa Kota Negara, Perda No. 8/2007"
18.03.09,,,,9Kotabumi Utara,-,8,,
18.03.09.2001,,,,,,1 Madukoro,,
18.03.09.2002,,,,,,2 Kali Cinta,,
18.03.09.2003,,,,,,3 Wono Marto,,
18.03.09.2004,,,,,,4 Talang Jali,,
18.03.09.2005,,,,,,5 Margo Rejo,,
18.03.09.2006,,,,,,6 Banjar Wangi,,
18.03.09.2007,,,,,,7 Sawo Jajar,,"Koreksi nama, Perbaikan Nama sesuai Surat Pemprov Lampung No.
140/181/02/2016 Hal: Data Nama dan Kodefikasi Desa tgl 28 Juni 2016"
18.03.09.2008,,,,,,8 Madokoro Baru,,
18.03.10,,,,10Kotabumi Selatan,5,9,,
18.03.10.1001,,,,,1Kelapa Tujuh,,,
18.03.10.1002,,,,,2Tanjung Aman,,,"Perbaikan nama kel. semula Tanjungaman menjadi Tanjung Aman,
sesuai:
Surat Pernyataan Bup. Lampung Utara No. 100/1272/01-LU/2022; dan
Surat Bup. Lampung Utara No. 100/1273/01-LU/2022 tgl 8 September
2022."
18.03.10.1003,,,,,3Kota Alam,,,
18.03.10.2004,,,,,,1 Mulang Maya,,
18.03.10.2005,,,,,,2 Bandar Putih,,
18.03.10.2006,,,,,,3 Karang Agung,,
18.03.10.2007,,,,,,4 Curup Guruh,,
18.03.10.2008,,,,,,5 Jerangkang,,
18.03.10.2009,,,,,,6 Way Melan,,
18.03.10.2010,,,,,,7 Taman Jaya,,
,,,,,,,,
