K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
12.14.09.2003,,,,,,3 Hiliana'a Susua,,Semula wil. Kec. Gomo
12.14.09.2004,,,,,,4 Hiliorahua,,Semula wil. Kec. Gomo
12.14.09.2005,,,,,,5 Hilimboe,,Semula wil. Kec. Gomo
12.14.09.2006,,,,,,6 Hilimboho,,Semula wil. Kec. Gomo
,,,,,,Foikhu Fondrako,,"Menjadi wil Kec. Ulususua, Perda No. 8/2012"
12.14.09.2008,,,,,,7 Hiliwaebu,,Perda No. 2/2009
12.14.09.2009,,,,,,8 Hilidanayao,,Perda No. 2/2009
12.14.09.2010,,,,,,9 Hilizamurugo,,Perda No. 2/2009
12.14.09.2011,,,,,,10 Sisobahili,,Perda No. 2/2009
12.14.09.2012,,,,,,11 Dao-dao Zanuwo,,Perda No. 2/2009
12.14.09.2013,,,,,,12 Hiliorudua,,Perda No. 2/2009
12.14.09.2014,,,,,,13 Bintang Baru,,Perda No. 2/2009
12.14.09.2015,,,,,,14 Hilitobara Susua,,"Pemekaran sebagian Desa Hilimboho, Perda No. 7/2012"
12.14.09.2016,,,,,,15 Orahua Uluzoi,,"Pemekaran sebagian Desa Hiliorahua, Perda No. 7/2012"
12.14.09.2017,,,,,,16 Hilisibohou,,"Pemekaran sebagian Desa Sifalago Susua, Perda No. 7/2012"
12.14.09.2018,,,,,,17 Hiliadulosoi,,"Pemekaran sebagian Desa Hiliana'a Susua, Perda No. 7/2012"
12.14.09.2019,,,,,,18 Orahili Bo'e,,"Pemekaran sebagian Desa Hilimboe, Perda No. 7/2012"
12.14.10,,,,10Maniamolo,-,14,,Perda No. 12/2008
12.14.10.2001,,,,,,1 Hilisimaetano,,Semula wil. Kec. Teluk Dalam
12.14.10.2002,,,,,,2 Bawogosali,,Semula wil. Kec. Teluk Dalam
12.14.10.2003,,,,,,3 Hilifalawu,,Semula wil. Kec. Amandraya
,,,,,,Hilimaenamolo,,Menjadi wil Kec. Luahagundre Maniamolo sesuai Perda No 3/2015
12.14.10.2005,,,,,,"4 Samadaya
Hilisimaetano",,Perda No. 2/2009
12.14.10.2006,,,,,,"5 Idala Jaya
Hilisimaetano",,Perda No. 2/2009
12.14.10.2007,,,,,,6 Pekan Hilisimaetano,,Perda No. 2/2009
12.14.10.2008,,,,,,7 Bonia Hilisimaetano,,Perda No. 2/2009
12.14.10.2009,,,,,,8 Ndraso Hilisimaetano,,Perda No. 2/2009
12.14.10.2010,,,,,,"9 Faomasi
Hilisimaetano",,Perda No. 2/2009
12.14.10.2011,,,,,,10 Eho Hilisimaetano,,Perda No. 2/2009
12.14.10.2012,,,,,,11 Soto'o Hilisimaetano,,Perda No. 2/2009
12.14.10.2013,,,,,,"12 Hiliaurifa
Hilisimaetano",,Perda No. 2/2009
,,,,,,Bawomaenamolo,,Menjadi wil Kec. Luahagundre Maniamolo sesuai Perda No 3/2015
12.14.10.2015,,,,,,13 Bawohosi Maniamolo,,"Pemekaran sebagian Desa Bawogosali, Perda No. 7/2012"
12.14.10.2016,,,,,,14 Bawosaodano,,"Pemekaran sebagian Desa Bawogosali, Perda No. 7/2012"
12.14.11,,,,11Hilimegai,-,10,,Perda No. 12/2008
12.14.11.2001,,,,,,1 Togizita,,Semula wil. Kec. Lolowa'u
12.14.11.2002,,,,,,2 Soledua,,Semula wil. Kec. Lolowa'u
,,,,,,,,
