K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
71,SULAWESI UTARA,,,,,,,
71.03,KAB. KEPULAUAN SANGIHE,,,15,22,145,"597,260","Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
,,,,Tagulandang,,,,"Menjadi wil Kab. Kep. Siau Tagulandang Biaro, UU No. 15/2007"
,,,,,,Bahoi,,
,,,,,,Balehumara,,
,,,,,,Lesah,,
,,,,,,Boto,,
,,,,,,Mohongsawang,,
,,,,,,Apeng Sala,,
,,,,,,Mulengen,,
,,,,,,Mahangiang,,
,,,,,,Tulusan,,
,,,,,,Humbia,,Menjadi wil. Kec. Tagulandang Selatan
,,,,,,Haasi,,
,,,,,,Kisihang,,Menjadi wil. Kec. Tagulandang Selatan
,,,,,,Bira Kiama,,Menjadi wil. Kec. Tagulandang Selatan
,,,,,,Pumpente,,
,,,,,,Laingpatehi,,
,,,,,,Lesah Rende,,
,,,,,,Barangka Pehe,,Perda No. 2/2007
,,,,Tagulandang Utara,,,,"Menjadi wil Kab. Kep. Siau Tagulandang Biaro, UU No. 15/2007"
,,,,,,Buha,,Menjadi wil. Kec. Tagulandang Selatan
,,,,,,Batumawira,,Menjadi wil. Kec. Tagulandang Selatan
,,,,,,Bulangan,,
,,,,,,Minanga,,
,,,,,,W O,,
,,,,,,Bawoleu,,
,,,,,,Lumbo,,
,,,,,,Bawo,,
,,,,Biaro,,,,"Menjadi wil Kab. Kep. Siau Tagulandang Biaro, UU No. 15/2007"
,,,,,,Buang,,
,,,,,,Karungo,,
,,,,,,Lamango,,
,,,,,,Dalinsaheng,,
,,,,,,Tope,,
,,,,Siau Timur,,,,"Menjadi wil Kab. Kep. Siau Tagulandang Biaro, UU No. 15/2007"
,,,,,,Bukide,,
,,,,,,,,
