K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
94,PAPUA TENGAH,,,,,,,
94.03,KAB. PANIAI,,,24,5,216,"5.306,871","Luas Wilayah Indikatif, PBW, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
94.03.01,,,,1Paniai Timur,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.03.01.1001,,,,,1Enarotali,,,
94.03.01.2002,,,,,,1 Madi,,
94.03.01.2003,,,,,,2 Aikai,,
94.03.01.2004,,,,,,3 Ipakiye,,
94.03.01.2005,,,,,,4 Papato,,
94.03.01.1006,,,,,2Timida,,,
94.03.01.2007,,,,,,5 Kopo,,
94.03.01.2008,,,,,,6 Wage,,
94.03.01.2009,,,,,,7 Kagupago,,
94.03.01.2010,,,,,,8 Oyaigo,,
94.03.01.2011,,,,,,9 Kogekotu,,
94.03.01.2012,,,,,,10 Awabutu,,
94.03.01.2013,,,,,,11 Geko,,
94.03.01.2014,,,,,,12 Mugimeketago,,
94.03.01.2015,,,,,,13 Tuamakida,,
94.03.01.2016,,,,,,14 Geibu,,
94.03.01.2017,,,,,,15 Pudotadi,,
94.03.01.2018,,,,,,16 Kogekotu,,"Perbaikan nama desa/kampung semula Kogetoku menjadi Kogekotu,
sesuai:
Perda Kabupaten Paniai No.20/2021; dan
BA No. 29/TopoII/IX/2022 Tanggal 7 September 2022."
94.03.01.2019,,,,,,17 Iyaitaka,,
94.03.01.2020,,,,,,18 Ugibutu,,
94.03.01.2021,,,,,,19 Wouyebutu,,
94.03.01.2022,,,,,,20 Amougibutu,,
94.03.01.2023,,,,,,21 Dapaiba,,
94.03.01.2024,,,,,,22 Yukekebo,,
94.03.01.2025,,,,,,23 Agumaida,,
94.03.01.2026,,,,,,24 Yagiyo Butu,,
94.03.02,,,,2Paniai Barat,,,,"Semula Wil. Prov. Papua; UU No 15 Tahun 2022 Tentang
Pembentukan Provinsi Papua Tengah"
94.03.02.1001,,,,,1Obano,,,
94.03.02.2002,,,,,,1 Kegouda,,
94.03.02.2003,,,,,,2 Totiyo,,
,,,,,,,,
