K O D E,"NAMA PROVINSI /
KABUPATEN / KOTA",JUMLAH,,N A M A / J U M L A H,,,"LUAS
WILAYAH
(Km2)",K E T E R A N G A N
,,KAB,KOTA,KECAMATAN,KELURAHAN,D E S A,,
51,BALI,,,,,,,
51.08,KAB. BULELENG,,,9,19,129,"1.322,682","Luas Wilayah Definitif, PGP, sesuai Surat Kapus PPBW BIG No.
B-3.11/PBW-BIG/IGD.04.04/10/2022 Tanggal 3 Oktober 2022"
51.08.01,,,,1Gerokgak,-,14,,
51.08.01.2001,,,,,,1 Sumberklampok,,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.01.2002,,,,,,2 Pejarakan,,
51.08.01.2003,,,,,,3 Sumberkima,,
51.08.01.2004,,,,,,4 Pemuteran,,
51.08.01.2005,,,,,,5 Banyupoh,,
51.08.01.2006,,,,,,6 Penyabangan,,
51.08.01.2007,,,,,,7 Musi,,
51.08.01.2008,,,,,,8 Sanggalangit,,
51.08.01.2009,,,,,,9 Gerokgak,,
51.08.01.2010,,,,,,10 Patas,,
51.08.01.2011,,,,,,11 Pengulon,,
51.08.01.2012,,,,,,12 Tinga-tinga,,
51.08.01.2013,,,,,,13 Celukanbawang,,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.01.2014,,,,,,14 Tukadsumaga,,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02,,,,2Seririt,1,20,,
51.08.02.2001,,,,,,1 Unggahan,,
51.08.02.2002,,,,,,2 Ularan,,
51.08.02.2003,,,,,,3 Ringdikit,,
51.08.02.2004,,,,,,4 Rangdu,,
51.08.02.2005,,,,,,5 Mayong,,
51.08.02.2006,,,,,,6 Gunungsari,,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2007,,,,,,7 Munduk Bestala,,
51.08.02.2008,,,,,,8 Bestala,,
51.08.02.2009,,,,,,9 Kalianget,,
51.08.02.2010,,,,,,10 Joanyar,,
51.08.02.2011,,,,,,11 Tangguwisia,,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2012,,,,,,12 Sulanyah,,
51.08.02.2013,,,,,,13 Bubunan,,
51.08.02.2014,,,,,,14 Patemon,,Koreksi penulisan sesuai surat Bup. No. 100/5763/Pem tgl. 3 Okt' 2018
51.08.02.1015,,,,,1Seririt,,,
51.08.02.2016,,,,,,15 Pengastulan,,
51.08.02.2017,,,,,,16 Lokapaksa,,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2018,,,,,,17 Pangkungparuk,,"Koreksi nama, Surat Bup no 138/1460/Pem, tgl 31 maret 2016"
51.08.02.2019,,,,,,18 Banjarasem,,
,,,,,,,,
