Kode Pulau,"Nama Provinsi, Kabupaten/Kota, Pulau",Jumlah,Kordinat,Keterangan
35.03.40039,Pulau Sasah,,"08°22'48.71"" S 111°39'04.50"" T",TBP
35.03.40040,Pulau Siklopo,,"08°22'14.32"" S 111°43'32.70"" T",TBP
35.03.40041,Pulau Tales,,"08°21'23.14"" S 111°37'32.58"" T",TBP
35.03.40042,Pulau Tales Teritis,,"08°21'17.48"" S 111°37'42.33"" T",TBP
35.03.40043,Pulau Teang,,"08°19'41.54"" S 111°27'47.49"" T",TBP
35.03.40044,Pulau Teang Kidul,,"08°19'44.43"" S 111°27'44.67"" T",TBP
35.03.40045,Pulau Teang Lor,,"08°19'39.40"" S 111°27'48.30"" T",TBP
35.03.40046,Pulau Watudukun,,"08°18'29.96"" S 111°44'38.71"" T",TBP
35.03.40047,Pulau Watulajer,,"08°23'53.65"" S 111°42'24.92"" T",TBP
35.03.40048,Pulau Watungampiran,,"08°18'57.60"" S 111°28'52.81"" T",TBP
35.03.40049,Pulau Watupayung,,"08°19'57.81"" S 111°32'07.04"" T",TBP
35.03.40050,Pulau Watuprau,,"08°19'36.20"" S 111°30'27.86"" T",TBP
35.03.40051,Pulau Weru,,"08°19'13.24"" S 111°28'04.98"" T",TBP
35.04,KAB. TULUNGAGUNG,27,,
35.04.40001,Pulau Anak Sosari,,"08°21'16.62"" S 111°47'46.57"" T",TBP
35.04.40002,Pulau Anak Tamengan,,"08°22'11.64"" S 111°46'59.03"" T",TBP
35.04.40003,Pulau Anakan,,"08°21'56.84"" S 111°47'10.75"" T",TBP
35.04.40004,Pulau Batu Kuncit,,"08°16'30.55"" S 111°46'44.42"" T",TBP
35.04.40005,Pulau Batu Mandi,,"08°17'29.46"" S 111°52'36.59"" T",TBP
35.04.40006,Pulau Batupayung,,"08°16'58.75"" S 111°50'44.08"" T",TBP
35.04.40007,Pulau Boyolangu,,"08°22'05.81"" S 111°46'40.81"" T",TBP
35.04.40008,Pulau Jewuwur,,"08°19'36.50"" S 111°47'01.32"" T",TBP
35.04.40009,Pulau Karang Payung,,"08°16'07.49"" S 111°48'19.60"" T",TBP
35.04.40010,Pulau Karangpegat,,"08°20'31.77"" S 111°45'28.72"" T",TBP
35.04.40011,Pulau Kuncrit,,"08°16'31.09"" S 111°51'46.59"" T",TBP
35.04.40012,Pulau Segunung,,"08°20'56.39"" S 111°44'47.98"" T",TBP
35.04.40013,Pulau Selo Lawang,,"08°18'23.17"" S 111°55'29.87"" T",TBP
35.04.40014,Pulau Siupas,,"08°16'06.47"" S 111°48'20.99"" T",TBP
35.04.40015,Pulau Solimo,,"08°23'15.52"" S 111°45'33.81"" T",TBP
35.04.40016,Pulau Solimo Kulon,,"08°23'15.93"" S 111°45'40.85"" T",TBP
35.04.40017,Pulau Solimo Lor,,"08°23'09.38"" S 111°45'44.43"" T",TBP
35.04.40018,Pulau Solimo Tengah,,"08°23'13.45"" S 111°45'42.59"" T",TBP
35.04.40019,Pulau Solimo Wetan,,"08°23'12.88"" S 111°45'45.44"" T",TBP
35.04.40020,Pulau Songkalong,,"08°16'42.07"" S 111°51'50.20"" T",TBP
35.04.40021,Pulau Sosari,,"08°21'25.64"" S 111°47'51.64"" T",TBP
35.04.40022,Pulau Sruwi,,"08°20'23.95"" S 111°45'26.90"" T",TBP
35.04.40023,Pulau Sruwicil,,"08°20'35.52"" S 111°45'23.35"" T",TBP
35.04.40024,Pulau Tamengan,,"08°22'03.21"" S 111°46'55.66"" T",TBP
35.04.40025,Pulau Watu Badhuk,,"08°16'06.14"" S 111°48'45.09"" T",TBP
35.04.40026,Pulau Watu Badhuk,,"08°17'50.87"" S 111°56'36.40"" T",TBP
